project,owner,status,countries,type,lat,lng,route,url,capacity1,capacity_unit1
Ramal Empalme Gas Pipeline,"Sempra Energy, 100.00%",idle,Mexico,Gas,,,"27.926277,-110.780644:28.011667,-110.751790:28.058018,-110.847362",https://www.gem.wiki/Ramal_Empalme_Gas_Pipeline,"38,960.14",BOE/d
Ramal Hermosillo Gas Pipeline,Black Hills Corporation,operating,Mexico,Gas,,,"28.878831,-111.346727:29.034851,-110.834169",https://www.gem.wiki/Ramal_Hermosillo_Gas_Pipeline,"17,239.00",BOE/d
Ramal Tula Gas Pipeline,"ATCO, 100.00%",cancelled,Mexico,Gas,,,"20.050835,-99.343608:20.061224,-99.587386",https://www.gem.wiki/Ramal_Tula_Gas_Pipeline,"87,056.95",BOE/d
Gasoducto Rosarito Expansion,"Sempra Energy, 100.00%",operating,Mexico,Gas,,,"31.988557,-116.846466:32.497665,-116.658042",https://www.gem.wiki/Gasoducto_Rosarito,"448,214.00",BOE/d
Salina Cruz-Tapachula Gas Pipeline,Enagás,proposed,Mexico,Gas,,,"16.183496,-95.204338:16.436686,-95.022177:16.368654,-94.192973:16.231378,-93.897858:14.902657,-92.267932",https://www.gem.wiki/Salina_Cruz-Tapachula_Gas_Pipeline,"24,996.55",BOE/d
Samalayuca-Sásabe Gas Pipeline,"Carso Energy, 100.00%",construction,Mexico,Gas,,,"31.471779,-106.474283:31.329876,-106.485995:31.293119,-109.557435:31.275228,-110.952462:31.468677,-111.544617",https://www.gem.wiki/Samalayuca-S%C3%A1sabe_Gas_Pipeline,"81,368.08",BOE/d
San Isidro-Samalayuca Gas Pipeline,"Sempra Energy, 100.00%",operating,Mexico,Gas,,,"31.545794,-106.283094:31.329876,-106.485995",https://www.gem.wiki/San_Isidro-Samalayuca_Gas_pipeline,"195,662.65",BOE/d
Tarahumara Gas Pipeline,"Fermaca, 100.00%",operating,Mexico,Gas,,,"31.540833,-106.247778:31.452220,-106.461112:31.329876,-106.485995:28.444498,-105.927431",https://www.gem.wiki/Tarahumara_Gas_Pipeline,"146,531.50",BOE/d
Tuxpan-Tula Gas Pipeline,"TC Energy, 100.00%",construction,Mexico,Gas,,,"20.986512, -97.380431: 20.98631547, -97.40550134: 20.9592626, -97.47266432: 20.86084732, -97.50427043: 20.82515584, -97.51348888: 20.67860929, -97.59382108: 20.62903692, -97.65685072: 20.62359724, -97.67138136: 20.60455684, -97.67864668: 20.5719106, -97.70625491: 20.46167807, -97.90241859: 20.43853278, -97.91694924: 20.42355456, -97.91549617: 20.41402221, -97.93438601: 20.40040353, -97.94746359: 20.39223175, -97.94455746: 20.38133537, -97.96054117: 20.35681569, -97.9431044: 20.32002888, -97.96199423: 20.3094376, -98.00281007: 20.27116655, -98.05041353: 20.26401912, -98.08182182: 20.25606549, -98.08182182: 20.25265667, -98.10725631: 20.24583881, -98.1254238: 20.22879283, -98.12784613: 20.21288157, -98.20899426: 20.21515471, -98.22837291: 20.19128511, -98.28772005: 20.19128511, -98.29983171: 20.1776437, -98.31678804: 20.17082255, -98.33616669: 20.14467203, -98.35917885: 20.12988937, -98.37734634: 20.12875218, -98.3858245: 20.11510531, -98.40156966: 20.10259463, -98.39551383: 20.08439548, -98.42700415: 20.0764327, -98.45122747: 20.04685308, -98.46818379: 20.02236735, -98.51067485: 20.0152699, -98.52362431: 20.00918612, -98.57758038: 20.0031021, -98.59160896: 20.00006, -98.64772327: 20.00817213, -98.67038482: 20.00107404, -98.67685955: 20.00513013, -98.70815407: 19.98180619, -98.74916069: 19.9736927, -98.85383547: 19.93210454, -98.95851025: 19.93007557, -98.97577619: 19.94833537, -99.08908394: 19.93717685, -99.16785981: 19.93413348, -99.17325542: 19.92297396, -99.21102467: 19.92094487, -99.22397412: 19.916510, -99.239973",https://www.gem.wiki/Tuxpan-Tula_Gas_Pipeline,"152,737.54",BOE/d
Villa de Reyes-Aguascalientes-Guadalajara Gas Pipeline,"Fermaca, 100.00%",operating,Mexico,Gas,,,"21.896687, -100.859744: 21.914697, -101.377817: 22.217226, -101.819957: 21.939083, -102.309000: 21.880927, -102.292332:21.233548,-102.35775:21.117544,-102.433281:20.976561,-102.535469:20.939219,-102.584342:20.852053,-102.708746:20.785607,-102.815377:20.723287,-102.882022:20.648469,-102.930895:20.561135,-102.975325:20.502884,-103.024197:20.452938,-103.086399:20.432122,-103.210803:20.423795,-103.295219:20.432122,-103.464053:20.432122,-103.464053",https://www.gem.wiki/Villa_de_Reyes-Aguascalientes-Guadalajara_Gas_Pipeline,"152,737.54",BOE/d
Madero-Cadereyta Pipeline,"Pemex, 100.00%",operating,Mexico,Oil,,,"25.593917,-100.0032737:22.377211,-97.805792",https://www.gem.wiki/Madero-Cadereyta_Oil_Pipeline,"155,000.00",BOE/d
Trans Isthmus Crude Oil Pipeline,"Petróleos Mexicanos, 100.00%",operating,Mexico,Oil,,,"18.120563,-94.409682:17.985176,-94.534203:16.161668,-95.199363",https://www.gem.wiki/Trans_Isthmus_Crude_Oil_Pipeline,"351,000.00",BOE/d
Guaymas-El Oro Pipeline,"Sempra Energy, 100.00%",idle,Mexico,Gas,,,"28.058018,-110.847362:27.549771,-110.082099:26.100727,-108.748162",https://www.gem.wiki/Guaymas-El_Oro_Pipeline,"87,797.15",BOE/d
Gasoducto Rosarito,"Sempra Energy, 100.00%",operating,Mexico,Gas,,,"32.7137673,-114.7541566:32.451922,-116.883352",https://www.gem.wiki/Gasoducto_Rosarito,"92,056.26",BOE/d
Tula-Villa de Reyes Gas Pipeline,"TC Energy, 100.00%",construction,Mexico,Gas,,,"20.05816917,-99.26241248:20.0591995,-99.27996227:20.07259314,-99.30080263:20.08289517,-99.31396497:20.08289517,-99.32822417:20.0715629,-99.34577396:20.07568382,-99.36661433:20.08289517,-99.39184214:20.08598565,-99.41487623:20.09422662,-99.44887894:20.11276722,-99.48068792:20.12821604,-99.49823771:20.13130562,-99.51249691:20.1385144,-99.54211217:20.14984182,-99.56843684:20.16322771,-99.5980521:20.16322771,-99.61340816:20.18381915,-99.64631401:20.18690763,-99.6693481:20.22499386,-99.73406293:20.22602309,-99.75600016:20.22808152,-99.76696878:20.24557713,-99.78780914:20.25380967,-99.79219659:20.25792578,-99.80974637:20.30422447,-99.86349259:20.30936792,-99.90188274:20.32479723,-99.92272311:20.32788291,-99.9600164:20.34228192,-99.97537246:20.35153772,-99.99292225:20.35050933,-100.02582809:20.36490624,-100.04666846:20.37416068,-100.06312138:20.3793018,-100.07957431:20.4080889,-100.09493037:20.42967569,-100.11906132:20.45125945,-100.14977344:20.45948104,-100.17061381:20.477978,-100.17061381:20.50880132,-100.18487301:20.53653701,-100.20900396:20.54988943,-100.22436003:20.58069827,-100.24410353:20.62176705,-100.26604076:20.63203251,-100.27371879:20.65461409,-100.27481565:20.67513989,-100.29455916:20.6843756,-100.29675288:20.69463683,-100.30552778:20.69771507,-100.31869011:20.72439049,-100.33733676:20.73567483,-100.34391793:20.74593259,-100.35598341:20.76029229,-100.37463005:20.78388026,-100.398761:20.79413475,-100.39656728:20.80233784,-100.39437356:20.81464164,-100.398761:20.82386883,-100.40205159:20.85974697,-100.40095473:20.87307096,-100.39547042:20.88331938,-100.39985787:20.90483878,-100.40424531:20.95401438,-100.42947313:20.96630576,-100.42947313:20.98986141,-100.42618254:21.03491404,-100.46237897:21.05129344,-100.48870365:21.05334074,-100.50515657:21.09428078,-100.54574045:21.10860714,-100.55232162:21.13316338,-100.55780592:21.14953195,-100.56438709:21.17919537,-100.58742118:21.1986268,-100.60168038:21.27939322,-100.5983898:21.29063566,-100.59619608:21.30187725,-100.60058352:21.32844485,-100.59948666:21.35296452,-100.61045528:21.39892784,-100.61155214:21.41526687,-100.61813331:21.4326251,-100.62361761:21.45814814,-100.64007054:21.48672865,-100.66091091:21.50203733,-100.66420149:21.50816035,-100.67297638:21.5224464,-100.68284814:21.53571075,-100.68613872:21.54489306,-100.69930106:21.55815536,-100.69491361:21.56733625,-100.70478537:21.5805965,-100.7036885:21.59385554,-100.71575398:21.61119245,-100.71685084:21.64280147,-100.73440063:21.65707424,-100.73440063:21.6713456,-100.7464661:21.70497964,-100.74865983:21.71822726,-100.74536924:21.72434114,-100.75414413:21.76203762,-100.75414413:21.77731715,-100.755241:21.79361353,-100.76182216:21.80277943,-100.76840333:21.82314599,-100.77279078:21.83943716,-100.78595312:21.8536904,-100.78814684:21.86896016,-100.80459976:21.89135285,-100.80679349:  21.896687, -100.859744;20.45845337,-100.16951695:20.46256402,-100.19803535:20.46975741,-100.25726587:20.477978,-100.30662464:20.46359167,-100.32746501:20.46461931,-100.33185245:20.48106062,-100.34282107:20.48311565,-100.35378968:20.48003309,-100.36146771:20.47695045,-100.37792064:20.46667457,-100.38340494:20.47284018,-100.39547042:20.46770219,-100.44373233:20.49441788,-100.4843162:20.49852757,-100.49418796:20.49955498,-100.51502832:20.50571927,-100.52270636:20.50366453,-100.5698714:20.51291063,-100.61374586:20.51599254,-100.62471448:20.51701983,-100.66310463:20.52215617,-100.67517011:20.52523789,-100.6982042:20.54578112,-100.71465712:20.55810573,-100.72781946:20.58993971,-100.80569662:20.59302007,-100.82873072:20.59199329,-100.87699262:20.58891291,-100.89673613:20.58685929,-100.90880161:20.58685929,-100.92086708:20.58891291,-100.93951373:20.58377881,-100.98229133:20.58377881,-100.98229133:20.57761767,-100.99764739:20.57659079,-101.04261871:20.57248319,-101.09746179:20.57145627,-101.12598019:20.5735101,-101.15011114:20.57659079,-101.16217661:20.58480565,-101.16766092:20.58788611,-101.16766092",https://www.gem.wiki/Tula-Villa_de_Reyes_Gas_Pipeline,"152,402.60",BOE/d
Tamazunchale Gas Pipeline,"TC Energy, 100.00%",operating,Mexico,Gas,,,"21.464400,-97.611449:21.281502,-98.713658:20.457354,-100.120438;21.281502,-98.713658:21.310207,-98.756116",https://www.gem.wiki/Tamazunchale_Gas_Pipeline,"108,605.70",BOE/d
Gasoducto San Fernando,"Pemex, 100.00%",operating,Mexico,Gas,,,"26.011869,-98.474429:24.8443455,-98.1694606",https://www.gem.wiki/Gasoducto_San_Fernando,"171,287.27",BOE/d
El Oro-Mazatlan Pipeline,"TC Energy, 100.00%",operating,Mexico,Gas,,,"25.8806655,-108.5951746:23.2524046,-106.4343396",https://www.gem.wiki/El_Oro-Mazatlan_Pipeline,"34,787.55",BOE/d
Gasoducto Los Ramones,"Sempra Energy, Engie, BlackRock, FirstReserve, Pemex",operating,Mexico,Gas,,,"26.297919,-98.776447:25.682706,-99.459615:24.511096,-99.537665:22.450203,-100.680806:21.291918,-100.524530:20.822993,-100.444319:20.4583418,-100.6419696",https://www.gem.wiki/Gasoducto_Los_Ramones,"848,153.60",BOE/d
Guadalajara Gas Pipeline,"TC Energy, 100.00%",operating,Mexico,Gas,,,"19.009915,-104.262007:20.5176588,-103.2000026",https://www.gem.wiki/Guadalajara_Gas_Pipeline,"147,432.95",BOE/d
El Encino-Topolobampo Gas Pipeline,"TC Energy, 100.00%",operating,Mexico,Gas,,,"28.444440,-105.927201:25.608942,-109.050599",https://www.gem.wiki/El_Encino_Topolobampo_Gas_Pipeline,"114,301.95",BOE/d
"Energia Mayakan Pipeline Expansion, Phase I",Engie,shelved,Mexico,Gas,,,"20.689874,-88.201734:21.159654,-86.821128",https://www.gem.wiki/Energia_Mayakan_Pipeline,"17,239.00",BOE/d
Cuxtal Gas Pipeline,Engie,construction,Mexico,Gas,,,"17.864064,-93.119699:17.901117,-93.193326",https://www.gem.wiki/w/index.php?title=Cuxtal_Gas_Pipeline,"41,373.60",BOE/d
"Energia Mayakan Pipeline Expansion, Phase II",Engie,shelved,Mexico,Gas,,,Capacity expansion only,https://www.gem.wiki/Energia_Mayakan_Pipeline,"34,478.00",BOE/d
Los Ramones-Cempoala Gas Pipeline,,proposed,Mexico,Gas,,,"25.682397,-99.459929:22.491871,-97.896091:21.350303,-97.682312:20.953385,-97.406105:19.516190,-96.375974",https://www.gem.wiki/Los_Ramones-Cempoala_Gas_Pipeline,,
Morelos Gas Pipeline,"Enagás, 50.00%, Elecnor, 50.00%",idle,Mexico,Gas,,,"19.569869,-98.339599:18.801525,-98.878550",https://www.gem.wiki/Morelos_Gas_Pipeline,"58,095.43",BOE/d
Sásabe-Guaymas Gas Pipeline,"Sempra Energy, 100.00%",operating,Mexico,Gas,,,"31.468677,-111.544617:29.908790,-112.690867:28.878831,-111.346727:28.058018,-110.847362",https://www.gem.wiki/S%C3%A1sabe-Guaymas_Gas_Pipeline,"132,740.30",BOE/d
Sistema Nacional de Gasoductos (SNG),Sound Energy,operating,Mexico,Gas,,,"31.452220,-106.461112:29.892039,-106.395427:25.773315,-103.260155:25.698712,-100.547995:25.682706,-99.459615:23.793119,-98.095241:22.485112,-97.905992:19.515204,-96.376213:18.079042,-94.691576:18.093326,-94.043036:17.915949,-93.440714:17.900860,-93.193382:17.864057,-93.119845:17.887894,-92.491029;25.682706,-99.459615:26.010062,-98.486312;17.939267,-102.163206:20.555837,-101.124595:20.450329,-100.122254:19.498628,-96.798352:19.515204,-96.376213;20.450329,-100.122254:18.079042,-94.691576;18.079042,-94.691576:16.161725,-95.199430",https://www.gem.wiki/Sistema_Nacional_de_Gasoductos_(SNG),"1,001,241.12",BOE/d
Yuma Lateral Pipeline,"Sempra Energy, 100.00%",operating,Mexico,Gas,,,"32.7137673,-114.7541566:32.717943,-114.719944",https://www.gem.wiki/Gasoducto_Rosarito,"32,754.10",BOE/d
Tendrara Export Pipeline,Sound Energy,proposed,Morocco,Gas,,,"33.050155,-2.000753:34.025084,-1.990135",https://www.gem.wiki/Tendrara_Export_Pipeline,,
Mozambique–South Africa Gas Pipeline,"Sasol, 50.00%, South African Gas Development Limited Company, 25.00%, Companhia Mocambiçana de Gasoduto, 25.00%",operating,"Mozambique, South Africa",Gas,,,"-21.8261337,35.0923454:-25.6662335,32.2235414:-25.7058345,31.3253664:-26.5196815,29.1802424",https://www.gem.wiki/Mozambique-South_Africa_Gas_Pipeline,"93,142.32",BOE/d
Mozambique–South Africa Oil Pipeline,"Petróleos de Moçambique, 40.00%, Gigajoule International, 20.00%, Companhia de Desenvolvimento de Petroleo de Mocambique, 20.00%, WOESA Consortium, 20.00%",cancelled,"Mozambique, South Africa",Oil,,,"-25.965144,32.4597930:-25.562265,32.0086669:-25.473033,30.9814453:-25.997549,28.8061523",https://www.gem.wiki/Mozambique%e2%80%93South_Africa_Oil_Pipeline,"100,000.00",BOE/d
African Renaissance Gas Pipeline,"Empresa Nacional de Hidrocarbonetos de Mozambique, Profin Consulting, China National Petroleum Corporation, Progas Investment Group",proposed,"Mozambique, South Africa",Gas,,,"-10.7017583,40.2504224:-12.9731062,40.5008614:-15.1470261,39.2538704:-19.7799398,34.8793144:-25.8922255,32.5890084:-29.6113914,30.3901534:-25.7600295,28.2258034",https://www.gem.wiki/African_Renaissance_Gas_Pipeline,,
GasNosu North–South Gas Pipeline,"Gigajoule International, Empresa Nacional de Hidrocarbonetos de Mozambique",proposed,"Mozambique, South Africa",Gas,,,"-10.775229,40.472306:-28.817870,32.064359",https://www.gem.wiki/GasNosu_North%E2%80%93South_Gas_Pipeline,,
Matola Gas Company Pipeline,"Empresa Nacional de Hidrocarbonetos de Mozambique, 50.40%, Gigajoule International, 49.60%",operating,Mozambique,Gas,,,"-25.440589,31.991431:-25.888101,32.433792:-25.959418,32.601177",https://www.gem.wiki/Matola_Gas_Company_Pipeline,"3,580.54",BOE/d
Sino-Myanmar Gas Pipeline,"China National Petroleum Corporation, Myanmar Oil and Gas Enterprise, POSCO, KOGAS, Indian Oil Corporation Limited, Gas Authority of India Limited",operating,"Myanmar, China",Gas,,,"19.9400628,92.7566054:19.435582,93.549540:19.4849918,94.0007214:19.7824828,94.0240244:19.9607118,94.5444584:20.2186568,94.8671384:20.2366958,95.0881954:20.8413628,95.1082134:21.6107277,96.1177104:22.6195236,97.2820364:22.9652956,97.7351764:23.831042,97.663659:23.859479,97.661966:25.095283,99.166813:25.594274,100.254140:25.031191,101.538772:24.915962,102.379107:26.239047,105.954651:26.311371,106.545778:26.249259,107.508143:24.685683,108.075710:23.748081,109.245257:23.121435,109.505153;25.031191,101.538772:26.566427,101.679539",https://www.gem.wiki/Sino-Myanmar_Gas_Pipeline,"215,351.50",BOE/d
Sino-Myanmar Oil Pipeline,"China National Petroleum Corporation, 51.00%, Myanmar Oil and Gas Enterprise, 49.00%",operating,"Myanmar, China",Oil,,,"19.431221,93.549485:19.194056,93.747239:19.379337,94.053193:19.781736,94.042207:20.144448,94.890901:20.844733,95.126710:21.610888,96.134233:22.033288,96.462679:22.620634,97.299503:22.949016,97.747579:23.458894,97.929447:24.024768,97.963607:24.079366,98.064638:24.434951,98.559023:25.108291,99.185244:25.576114,100.255472:25.042523,101.530492:24.849054,102.836977",https://www.gem.wiki/Sino-Myanmar_Oil_Pipeline,"442,000.00",BOE/d
Yadana Gas Pipeline 1,"Total S.A., 31.20%, Chevron, 28.30%, PTT Public Company Limited, 25.50%, Myanmar Oil and Gas Enterprise, 15.00%",operating,Myanmar,Gas,,,"14.974257,94.6901994:14.6875081,97.8816844",https://www.gem.wiki/Yadana_Gas_Pipeline_1,"86,140.60",BOE/d
Yadana Gas Pipeline 2,"Total S.A., 31.20%, Chevron, 28.30%, PTT Public Company Limited, 25.50%, Myanmar Oil and Gas Enterprise, 15.00%",operating,Myanmar,Gas,,,"16.822946,96.1464514:15.00581,94.6632544",https://www.gem.wiki/Yadana_Gas_Pipeline_2,"24,848.25",BOE/d
Yetagun Gas Pipeline,"Petronas, 100.00%",operating,"Myanmar, Thailand",Gas,,,"13.0349682,96.2870294:14.709445,97.8525384:13.5278421,99.8189074:13.7573831,100.4917764",https://www.gem.wiki/Yetagun_Gas_Pipeline,"67,918.55",BOE/d
Zawtika Gas Pipeline,"Thailand Exploration and Production International, 80.00%, Myanma Oil and Gas Enterprise, 20.00%",operating,Myanmar,Gas,,,"14.593032,98.035254:13.2354576,97.1818673",https://www.gem.wiki/Zawtika_Gas_Pipeline,"59,474.55",BOE/d
Zawtika Replacement Gas Pipeline,"Thailand Exploration and Production International, 80.00%, Myanma Oil and Gas Enterprise, 20.00%",proposed,Myanmar,Gas,,,"14.593032,98.035254:13.2354576,97.1818673",https://www.gem.wiki/Zawtika_Gas_Pipeline,"59,474.55",BOE/d
PGPN Oranjemund–Villiersbaai Gas Pipeline,Transnet,proposed,"Namibia, South Africa",Gas,,,"-28.609291,16.417535:-30.979993,17.665794",https://www.gem.wiki/PGPN_Oranjemund%E2%80%93Villiersbaai_Gas_Pipeline,,
Balgzand–Bacton Line (BBL) Gas Pipeline,"N.V. Nederlandse Gasunie, 60.00%, Uniper, 20.00%, Publigaz SA, 20.00%",operating,"Netherlands, United Kingdom",Gas,,,"52.8492982,1.4472275:52.8981782,4.8277225",https://www.gem.wiki/Balgzand_Bacton_Line_(BBL)_Gas_Pipeline,"265,048.00",BOE/d
Rotterdam Rhine Pipeline,"Royal Dutch Shell, BP, Ruhr Öl",operating,"Netherlands, Germany",Oil,,,"51.953806,4.101940:51.379114,6.214917;51.379114,6.214917:51.659968,6.630273:51.596931,7.028335;51.379114,6.214917:50.855876,6.976995",https://www.gem.wiki/Rotterdam_Rhine_Pipeline,"320,000.00",BOE/d
Rotterdam Antwerp Pipeline,Total S.A.,operating,"Netherlands, Belgium",Oil,,,"51.241160,4.407360:51.949581,4.145381",https://www.gem.wiki/Rotterdam_Antwerp_Pipeline,"5,000.00",BOE/d
Groningen-Rotterdam Pipeline,,operating,Netherlands,Gas,,,"53.1763506, 6.9723944: 53.28, 6.4979; 53.28, 6.4979: 53.278554, 6.31028; 53.278554, 6.31028: 53.19, 6.07; 53.19, 6.07: 53.0481093, 5.8924892; 53.0481093, 5.8924892: 53.056, 5.589; 53.056, 5.589: 52.95, 5.429; 52.95, 5.429: 52.756746, 5.050348; 52.756746, 5.050348: 52.487665, 4.700005; 52.487665, 4.700005: 52.449, 4.643; 52.487665, 4.700005: 52.449, 4.643; 52.449, 4.643: 52.3, 4.711; 52.3, 4.711: 52.127, 4.59; 52.127, 4.59: 51.978, 4.554",https://www.gem.wiki/Groningen-Rotterdam_Pipeline,,
North Sea Fields–Uithuizen Pipeline,"Energie Beheer Nederland B.V., 45.00%, Suez Energy, 48.30%, Total S.A., 5.00%, Venture Production, 1.80%",operating,Netherlands,Gas,,,"53.407904,6.661254:54.028759,6.221801",https://www.gem.wiki/North_Sea_Fields%E2%80%93Uithuizen_Gas_Pipeline,,
Maastrict-Paris Pipeline,Melita Transgas Ltd,operating,"Netherlands, France",Gas,,,"50.8182064230118,5.790273733088589:50.38191429099251,3.952116123507636:49.41146916653034,2.677442329494283:48.857073486621,2.425459799103919",https://www.gem.wiki/Maastricht-Paris_Pipeline,,
Draupner Field–Dunkirk Gas Pipeline,,operating,"Netherlands, France",Gas,,,"53.502043,4.662273:51.036957,2.370891",http://bit.ly/2U6A4Xb,,
RotAn Pipeline,Vitol Holding II S.A.,proposed,"Netherlands, Belgium",Oil,,,"51.241160,4.407360:51.949581,4.145381",https://www.gem.wiki/RotAn_Pipeline,,
Anna Paulowna–Beverwijk Gas Pipeline,,operating,Netherlands,Gas,,,"52.86, 4.822: 52.487665, 4.700005",https://gem.wiki/Anna_Paulowna–Beverwijk_Gas_Pipeline,,
Belfeld–St Hubert Gas Pipeline,,operating,"Netherlands, Germany",Gas,,,"51.3, 6.132: 51.384, 6.457",https://gem.wiki/Belfeld–St_Hubert_Gas_Pipeline,,
Bocholtz–Puth Schinnen Gas Pipeline,,operating,Netherlands,Gas,,,"50.817365, 6.021767: 50.9554323, 5.8705487",https://gem.wiki/Bocholtz–Puth_Schinnen_Gas_Pipeline,,
Echt–Melick Gas Pipeline,,operating,Netherlands,Gas,,,"51.086, 5.898: 51.155, 6.022",https://gem.wiki/Echt–Melick_Gas_Pipeline,,
Echt–Nederweert Gas Pipeline,,operating,"Netherlands, Germany",Gas,,,"51.086, 5.898: 51.296, 5.717; 53.1763, 6.9724: 53.3421, 7.206",https://gem.wiki/Echt–Nederweert_Gas_Pipeline,,
Echt–Puth Schinnen Gas Pipeline,,operating,Netherlands,Gas,,,"51.086, 5.898: 50.9554323, 5.8705487",https://gem.wiki/Echt–Puth_Schinnen_Gas_Pipeline,,
Ewijk–Ommen Gas Pipeline,,operating,Netherlands,Gas,,,"51.845368, 5.722341: 51.9, 5.78; 51.9, 5.78: 51.899, 5.918; 51.899, 5.918: 51.9605323, 6.0759819; 51.9605323, 6.0759819: 52.022, 6.18; 52.022, 6.18: 52.192, 6.367; 52.192, 6.367: 52.50998, 6.417392",https://gem.wiki/Ewijk–Ommen_Gas_Pipeline,,
Wijngaarden–Beverwijk Gas Pipeline,,operating,Netherlands,Gas,,,"51.978, 4.554: 51.850787, 4.739927; 52.449, 4.643: 52.3, 4.711; 52.3, 4.711: 52.127, 4.59; 52.127, 4.59: 51.978, 4.554",https://gem.wiki/Wijngaarden–Beverwijk_Gas_Pipeline,,
Liero–Mill Gas Pipeline,,operating,Netherlands,Gas,,,"51.429, 5.67: 51.69, 5.78",https://gem.wiki/Liero–Mill_Gas_Pipeline,,
Melick–Ravenstein Gas Pipeline,,operating,Netherlands,Gas,,,"51.155, 6.022: 51.3, 6.132; 51.3, 6.132: 51.48, 5.936; 51.48, 5.936: 51.69, 5.78; 51.69, 5.78: 51.743, 5.69; 51.743, 5.69: 51.78178, 5.661435",https://gem.wiki/Melick–Ravenstein_Gas_Pipeline,,
Mill–Ravenstein Gas Pipeline,,operating,Netherlands,Gas,,,"51.69, 5.78: 51.743, 5.69: 51.78178, 5.661435",https://gem.wiki/Mill–Ravenstein_Gas_Pipeline,,
Nederweert–Liero Gas Pipeline,,operating,Netherlands,Gas,,,"51.296, 5.717: 51.429, 5.67",https://gem.wiki/Nederweert–Liero_Gas_Pipeline,,
Ommen–Scheemda Gas Pipeline,,operating,Netherlands,Gas,,,"52.50998, 6.417392: 52.68, 6.533; 52.68, 6.533: 53.025, 6.742; 53.025, 6.742: 53.1763506, 6.9723944",https://gem.wiki/Ommen–Scheemda_Gas_Pipeline,,
Puth Schinnen–Bemelen Gas Pipeline,,operating,Netherlands,Gas,,,"50.9554323, 5.8705487: 50.84, 5.758",https://gem.wiki/Puth_Schinnen–Bemelen_Gas_Pipeline,,
