project,owner,status,countries,type,lat,lng,route,url,capacity1,capacity_unit1
Mountaineer XPress Gas Pipeline Expansion,TC Energy,construction,USA,Gas,,,"39.832494,-80.783914:39.260940,-80.717039:38.433491,-82.134625",https://www.gem.wiki/Mountaineer_XPress_Gas_Pipeline,,
TEMAX Project,"Spectra Energy, ConocoPhillips",cancelled,USA,Gas,,,"39.765924,-80.871588:39.726636,-76.326575",https://www.gem.wiki/Texas_Eastern_Transmission_(TETCO)_Gas_Pipeline,"68,094.05",BOE/d
Eastern Panhandle Expansion,TC Energy,proposed,USA,Gas,,,"39.722610,-78.277067:39.659034,-78.266398:39.625399,-78.225976",https://www.gem.wiki/Mountaineer_Gas_Pipeline,"818,852.50",BOE/d
Powder River Basin Pipeline Expansion,"Tallgrass Energy, 51.00%, Silver Creek Midstream, 49.00%",proposed,USA,Oil,,,Unavailable,https://www.gem.wiki/Powder_River_Basin_Pipeline,,
Medallion Midland Basin Pipeline,Medallion Midstream,proposed,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/Wolfcamp_Connector_System,"95,000.00",BOE/d
T-030 Pipeline Extension,SCANA,shelved,USA,Gas,,,"36.104163,-78.456702:35.649988,-78.458698",https://www.gem.wiki/T-030_Pipeline,,
St. James Expansion Project,Royal Dutch Shell,proposed,USA,Oil,,,"29.602635,-90.670161:29.639181,-90.703793:30.000274,-90.880363:30.033036,-90.825711",https://www.gem.wiki/Zydeco_Oil_Pipeline,,
Gulf Coast Southbound Pipeline,Kinder Morgan,operating,USA,Gas,,,"41.876768,-87.630028:38.850532,-88.796750:37.622804,-89.503244:33.254689,-94.478977:29.776770,-95.372534:29.884819,-93.946487:30.243348,-93.416620:29.882927,-92.081162;29.776770,-95.372534:27.782797,-97.909973",https://www.gem.wiki/Gulf_Coast_Southbound_Pipeline,"79,299.40",BOE/d
Mountaineer Gas Pipeline Phase II,TC Energy,operating,USA,Gas,,,"38.380040,-81.640113:38.382193,-81.622947:38.377887,-81.605781:38.363890,-81.587242:38.347737,-81.575569:38.333734,-81.571449:38.321884,-81.575569:38.317574,-81.582092:38.309493,-81.600288:38.311109,-81.647323:38.329964,-81.684402:38.358506,-81.694702:38.392419,-81.680282:38.380040,-81.640113",https://www.gem.wiki/Mountaineer_Gas_Pipeline,,
"Taproot Baja Pipeline System, Rattlesnake Expansion",Energy Spectrum Securities,construction,USA,Gas,,,"39.761534,-105.569562:40.071521,-104.870029",https://www.gem.wiki/Taproot_Baja_Pipeline_System,,
Oryx Pipeline System Phase II,Oryx Midstream,proposed,USA,Oil,,,Unavailable,https://www.gem.wiki/Oryx_Pipeline_System,"65,000.00",BOE/d
Red Oak Oil Pipeline,"Phillips 66, Plains GP Holdings",shelved,USA,Oil,,,"27.93311431,-97.4098273:28.0703553,-97.4202432:28.25083294,-97.3537611:28.42701685,-97.2133671:28.79784604,-96.8554023:29.03229199,-96.6140005:29.17684564,-96.4601495:29.34694265,-96.3375127:29.59077987,-96.2554915:29.88620046,-96.1479064;29.88620046,-96.1479064:29.89011568,-96.0311235:29.90763674,-95.9410205:29.97765246,-95.8392334:30.00787242,-95.6797068:29.97899823,-95.5257822:29.93429452,-95.4007426:29.87046524,-95.3389108:29.90057937,-95.1863407:29.91901251,-95.1164962:30.00968817,-94.9848971:30.05587944,-94.8167851:30.03986911,-94.6142593:30.00553964,-94.1928625;29.88620046,-96.1479064:30.12080688,-96.2832124:30.31187898,-96.3893594:30.47753815,-96.4706604:30.71449157,-96.5528025:30.81575235,-96.5576487:30.94108006,-96.5672394:31.05909586,-96.6464477:31.2302508,-96.7211706:31.39594593,-96.8035079:31.52706889,-96.9029652:31.69274435,-96.9857979:31.86360286,-97.1519864:32.06471022,-97.2324632:32.24893088,-97.3286346:32.39088846,-97.4146728:32.5767841,-97.4410982:32.79014767,-97.5285805:32.92617029,-97.6158113:33.09258575,-97.7148879:33.32386942,-97.9081368:33.48506081,-98.0227415:33.71767106,-98.1391515:33.87205746,-98.240889:34.06542498,-98.4042518;32.0518086,-101.925341:32.22270934,-101.842427:32.33808993,-101.69092:32.44134819,-101.539486:32.54111241,-101.275229:32.60721486,-101.096413:32.63778773,-100.93305:32.73163541,-100.886474:32.85831462,-100.753516:32.96447243,-100.550487:33.07567318,-100.332554:33.16971502,-100.143368:33.21788537,-100.006034:33.32589801,-99.8792342:33.42629991,-99.7170512:33.57611262,-99.4660034:33.7192183,-99.2109678:33.80429015,-98.9984015:33.82593079,-98.9540859:33.88314482,-98.9072121:33.90152677,-98.7988171:33.92126756,-98.718841:33.97761388,-98.5432234:34.06542498,-98.4042518;34.06542498,-98.4042518:34.23951003,-98.3225751:34.41994867,-98.1430556:34.61269539,-97.9760517:34.75355227,-97.8415546:34.91786706,-97.7044748:35.0659828,-97.5972028:35.24991157,-97.3991745:35.3957694,-97.2619672:35.60048201,-97.1184181:35.74142325,-97.0023589:36.1024014,-96.7166075",https://www.gem.wiki/Red_Oak_Oil_Pipeline,"400,000.00",BOE/d
"Rover Pipeline, Phase 2",Energy Transfer Equity,operating,USA,Gas,,,Capacity expansion only,https://www.gem.wiki/Rover_Pipeline,"267,204.50",BOE/d
Seaway Oil Pipeline Reversal,"Enterprise Products Partners, 50.00%, Enbridge, 50.00%",operating,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/Seaway_Oil_Pipeline,"250,000.00",BOE/d
Mariner East 2 NGL Pipeline,Energy Transfer Equity,construction,USA,NGL,,,"40.401197,-81.106769:40.378556,-81.083363:40.290694,-80.838734:40.226254,-80.737818:40.200775,-80.64946:40.235362,-80.540827:40.228254,-80.485792:40.263165,-80.264716:40.247577,-80.257509:40.233132,-80.207537:40.221388,-79.784045:40.249013,-79.712222:40.2965,-79.649796:40.417309,-79.607003:40.43116,-79.576424:40.423184,-79.54051:40.454377,-79.239292:40.415591,-78.85992;40.2631,-80.264597:40.263202,-80.263677;40.284521,-76.270468:40.284002,-76.107709:40.315049,-76.033559:40.276058,-76.025582:40.223568,-75.948213;40.415591,-78.85992:40.452223,-78.69879:40.454233,-78.616292:40.407062,-78.553171:40.400357,-78.508411:40.413849,-78.351469:40.447692,-78.321299:40.336797,-77.916116:40.345369,-77.863182:40.246232,-77.425862:40.241904,-77.26877;40.415591,-78.85992:40.415591,-78.859919;40.269892,-76.523696:40.269893,-76.523695:40.269892,-76.523697:40.269892,-76.523696;40.262637,-76.556026:40.269892,-76.523696;40.284521,-76.270468:40.28452,-76.270467:40.284521,-76.270469:40.284521,-76.270468;40.269892,-76.523696:40.290974,-76.438262:40.284521,-76.270468;40.241904,-77.26877:40.241788,-77.262468;40.241788,-77.262468:40.231125,-77.104737:40.195696,-77.025418:40.190937,-76.858367:40.248372,-76.613383;40.262637,-76.556027:40.262637,-76.556026;40.241904,-77.268778:40.241904,-77.26877;40.249471,-76.610306:40.249471,-76.610304;40.248372,-76.613383:40.249471,-76.610306;40.241788,-77.262468:40.241788,-77.26245;40.249471,-76.610306:40.262637,-76.556026;40.223568,-75.948213:40.111597,-75.771676;40.111597,-75.771676:40.111594,-75.771671:40.1116,-75.771681:40.111597,-75.771676;40.248372,-76.613383:40.248373,-76.613381:40.248372,-76.613385:40.248372,-76.613383;40.223576,-75.948225:40.223568,-75.948213;40.103824,-75.757962:40.10382,-75.757959;40.101093,-75.753669:40.101091,-75.753665;40.111597,-75.771676:40.103824,-75.757962;40.103824,-75.757962:40.101093,-75.753669;40.053442,-75.663279:39.986943,-75.54349:39.942096,-75.500488:39.942407,-75.481549:39.876856,-75.409405:39.85476,-75.39869:39.844862,-75.41916;40.101093,-75.753669:40.053442,-75.663279;40.053442,-75.663279:40.053441,-75.663278:40.053443,-75.66328:40.053442,-75.663279",https://www.gem.wiki/Mariner_East_2_NGL_Pipeline,"125,000.00",BOE/d
134th Street Lateral Project,Kinder Morgan,proposed,USA,Gas,,,Unavailable,https://www.gem.wiki/Gulf_Coast_Southbound_Pipeline,"12,067.30",BOE/d
261 Upgrades Project,Kinder Morgan,construction,USA,Gas,,,"42.034815,-72.634503:42.035167,-72.63452:42.035217,-72.634672:42.035293,-72.635452:42.035381,-72.636129:42.035406,-72.636536:42.035419,-72.636977:42.035973,-72.63696:42.036023,-72.637078:42.036048,-72.637316:42.038188,-72.637061:42.038339,-72.637078:42.038452,-72.63718:42.041648,-72.636773:42.041799,-72.636824:42.042001,-72.637027:42.042227,-72.637248:42.042504,-72.637282:42.042882,-72.637248:42.043133,-72.63718:42.043272,-72.637078:42.044429,-72.637027:42.044668,-72.637078:42.051171,-72.638349:42.051649,-72.638451:42.057996,-72.639654:42.058361,-72.639739:42.060711,-72.640383:42.061126,-72.640416:42.061629,-72.640315:42.062535,-72.640111",https://www.gem.wiki/Tennessee_Gas_Pipeline,"12,412.08",BOE/d
Acadiana Gas Pipeline,Kinder Morgan,proposed,USA,Gas,,,Capacity expansion only,https://www.gem.wiki/Tennessee_Gas_Pipeline,"154,116.66",BOE/d
Agua Blanca Pipeline,"WhiteWater Midstream, 60.00%, WPX Energy, 20.00%, Marathon Petroleum, 10.00%, Targa Resources, 10.00%",operating,USA,Gas,,,"31.977626,-104.191143:31.975675,-104.167:31.982502,-104.073879:31.962021,-104.061233:31.953243,-104.060083:31.942512,-104.052036:31.934707,-104.042839:31.92495,-104.032492:31.900553,-104.030192:31.892745,-104.023295:31.830254,-103.968112:31.832207,-103.929024:31.833184,-103.918677:31.832207,-103.90833:31.823416,-103.896834:31.807786,-103.889936:31.805832,-103.865793:31.803877,-103.855446:31.797038,-103.850848:31.796061,-103.758589:31.795084,-103.72295:31.792152,-103.682712:31.790198,-103.643624:31.788244,-103.588441:31.787266,-103.561999:31.783357,-103.543605:31.780426,-103.525211:31.779448,-103.510265:31.772607,-103.505667:31.753058,-103.507966:31.740348,-103.511415:31.730571,-103.512565:31.71688,-103.49417:31.674085,-103.437263:31.654515,-103.410821:31.642771,-103.405073:31.624173,-103.391277:31.601655,-103.364835:31.518389,-103.25102:31.485061,-103.200436:31.476237,-103.191239:31.447799,-103.18779:31.414447,-103.18779:31.401691,-103.183191:31.388934,-103.182041:31.344761,-103.172844:31.312354,-103.160198:31.296637,-103.145253:31.282883,-103.091219:31.295655,-103.053281:31.307443,-103.036036:31.309407,-103.02569:31.325121,-102.996948;31.791419,-103.673515:31.868583,-103.668916:31.884204,-103.673515:31.904701,-103.681562:31.917388,-103.683862:31.935927,-103.697657:31.94178,-103.703406:31.985671,-103.703406;31.830498,-103.967824:31.821707,-103.970123:31.817799,-103.997715:31.812915,-104.029905:31.809984,-104.065544:31.811938,-104.095435:31.819753,-104.141421:31.826591,-104.17476:31.828544,-104.202352:31.827567,-104.229943:31.832451,-104.235692:31.833428,-104.235692;31.980795,-104.093136:31.994446,-104.105782:32.027591,-104.131074;31.654515,-103.409671:31.68876,-103.364835:31.700498,-103.346441:31.713213,-103.325747:31.727882,-103.309652:31.744504,-103.300455:31.76601,-103.277462:31.78067,-103.270564:31.899821,-103.359087",https://www.gem.wiki/Agua_Blanca_Pipeline,"215,487.50",BOE/d
Sendero Gateway Project,"WhiteWater Midstream, 60.00%, WPX Energy, 20.00%, Marathon Petroleum, 10.00%, Targa Resources, 10.00%",proposed,USA,Gas,,,"32.256915,-104.125979:32.25704,-104.141444:32.227605,-104.156121:32.063503,-104.130026:31.998552,-104.138267:31.985456,-104.081204",https://www.gem.wiki/Agua_Blanca_Pipeline,"215,487.50",BOE/d
Alabama Compressor Station Upgrade,American Midstream,operating,USA,Gas,,,Capacity expansion only,https://www.gem.wiki/AlaTenn_Gas_Pipeline,"6,723.21",BOE/d
Alberta Xpress Expansion Project,TC Energy,proposed,USA,Gas,,,Capacity expansion only,https://www.gem.wiki/ANR_Gas_Pipeline,"27,582.40",BOE/d
Appalachian Gateway Pipeline,Dominion Energy,operating,USA,Gas,,,"39.75483767,-80.77701768:39.85529871,-80.29612136:39.86177503,-80.27081103:39.86501295,-80.21597197;39.83586609,-80.21597197:39.86501295,-80.21597197:40.00409931,-80.16113292:40.02671452,-80.1316042:40.04609302,-80.10629387:40.04932223,-80.10207548:40.0557802,-80.06410998:40.0686943,-80.03458126:40.12355193,-79.95865026:40.15580047,-79.92912154:40.18803369,-79.89537443",https://www.gem.wiki/Appalachian_Gateway_Pipeline,"83,481.58",BOE/d
ARB Midstream Freedom Pipeline,ARB Midstream,operating,USA,Oil,,,"40.46123729,-104.6565774:40.45413858,-104.5840144:40.37442389,-104.5798679:40.3586276,-104.5819411:40.32781419,-104.5809045:40.30647359,-104.5840144:40.23845486,-104.5840144:40.22579266,-104.5819411:40.21708603,-104.5860876:40.19571046,-104.6265156",https://www.gem.wiki/ARB_Midstream_Freedom_Pipeline,,
"Bayou Bridge Oil Pipeline, Phase II","Phillips 66, 60.00%, Energy Transfer Equity, 40.00%",operating,USA,Oil,,,"30.15841136,-93.3303763:30.15037241,-93.3184916:30.14273762,-93.3072223:30.13796169,-93.3003979:30.13539259,-93.2960289:30.13408557,-93.2941191:30.13737426,-93.2928554:30.13724394,-93.2903697:30.13913368,-93.2903609:30.13906761,-93.2875412:30.13882217,-93.2869181:30.13895278,-93.2841836:30.13834888,-93.2827334:30.13867034,-93.2810636:30.13856509,-93.2778136:30.14009047,-93.277957:30.13995193,-93.2732972:30.13984017,-93.2658067:30.13871575,-93.2627879:30.13789443,-93.2558179:30.137063,-93.2487405:30.13611393,-93.2403726:30.14030597,-93.2407384:30.1405579,-93.1926438:30.13487059,-93.1924608:30.13299117,-93.192579:30.13337591,-93.1885095:30.13317914,-93.1884246:30.1332403,-93.1766746:30.13192714,-93.1736803:30.12502494,-93.1736453:30.12525227,-93.1616591:30.12715117,-93.1617553:30.12704792,-93.1554623:30.12712157,-93.1511048:30.12734776,-93.1494467:30.1279281,-93.1475282:30.12769174,-93.1449477:30.12705216,-93.1441555:30.12656639,-93.121323:30.12829814,-93.1144542:30.13400324,-93.098133:30.13808598,-93.0873079:30.14164185,-93.0810308:30.14156586,-93.0776426:30.14219234,-93.0767508:30.14193219,-93.0739287:30.14552818,-93.073218:30.14737217,-93.0727211:30.14707593,-93.0631082:30.15150757,-93.05482:30.15384373,-93.0481466:30.15698192,-93.0386565:30.15744906,-93.0385993:30.15753766,-93.0293466:30.15672195,-92.965601:30.15644164,-92.9565038:30.15532086,-92.956642:30.15522933,-92.9419777:30.15429858,-92.9411143:30.15416325,-92.9396635:30.15519372,-92.9385578:30.15507243,-92.9327027:30.15628805,-92.9320633:30.15777802,-92.9282917:30.1578716,-92.9232253:30.15845885,-92.9143474:30.16077794,-92.9088423:30.16099869,-92.9064545:30.16073929,-92.9052813:30.15846597,-92.9017749:30.15785149,-92.8984074:30.15816513,-92.8921699:30.15790279,-92.8861762:30.15807529,-92.8832277:30.15810409,-92.8787475:30.15972767,-92.8737248:30.1600797,-92.8710984:30.16015222,-92.8623083:30.16026815,-92.8555791:30.16005207,-92.8500964:30.16013983,-92.8478473:30.16180239,-92.846435:30.16151046,-92.8449218:30.16015134,-92.8431972:30.16031803,-92.8354288:30.1604682,-92.8274904:30.16061079,-92.822652:30.16157623,-92.8170222:30.16306179,-92.8137377:30.16452779,-92.8118329:30.16439006,-92.8072016:30.16470229,-92.7994151:30.16453831,-92.7913439:30.1626484,-92.7919247:30.16246174,-92.7867834:30.16274752,-92.7834766:30.16334196,-92.7818528:30.16350886,-92.763067:30.16354668,-92.7603079:30.1626141,-92.7583591:30.16250126,-92.7571682:30.1628185,-92.7542019:30.16253877,-92.7449411:30.16240459,-92.7261947:30.16201896,-92.6969806:30.16211061,-92.6877818:30.16208378,-92.6827935:30.16216853,-92.6805452:30.16230543,-92.6757085:30.16110867,-92.6741385:30.16109587,-92.6708699:30.1622132,-92.6700402:30.16207502,-92.6435519:30.16231199,-92.6350885:30.16151052,-92.6314037:30.16223883,-92.6233945:30.16087755,-92.6216741:30.16109265,-92.6192374:30.15166202,-92.6066676:30.15428976,-92.6044409:30.15399607,-92.6013807:30.15278404,-92.5965444:30.15459343,-92.5889149:30.15456216,-92.5854773:30.1531025,-92.5827378:30.15340154,-92.5734077:30.15614241,-92.5739189:30.15619658,-92.5558441:30.15664003,-92.5542388:30.15675526,-92.5523313:30.15603333,-92.5510469:30.15631304,-92.5461932:30.15652736,-92.5313681:30.15649442,-92.5248338:30.15719999,-92.5228509:30.15598164,-92.4978864:30.1547508,-92.497528:30.15364847,-92.4876906:30.15304024,-92.4844998:30.14803472,-92.4431637:30.14754681,-92.4396631:30.14558155,-92.4300748:30.14506068,-92.4262394:30.14231473,-92.4131895:30.14067315,-92.4054272:30.14096943,-92.3992133:30.14178468,-92.3988637:30.14200083,-92.3829557:30.14216704,-92.3788625:30.13993955,-92.3611544:30.13706244,-92.3585144:30.13695916,-92.3509551:30.13695789,-92.3444413:30.1373383,-92.3389365:30.13666671,-92.3364181:30.13583844,-92.3330245:30.13587345,-92.3304959:30.13730827,-92.329251:30.13710529,-92.3235779:30.13574765,-92.3147981:30.13566746,-92.3132616:30.13435318,-92.3121298:30.13484158,-92.3070184:30.13450963,-92.3036421:30.13350273,-92.296283:30.12986753,-92.2708683:30.1286638,-92.259987:30.12813759,-92.2558499:30.12706325,-92.2557189:30.12670907,-92.2473537:30.12748439,-92.2468453:30.12656073,-92.2386904:30.1248272,-92.2163977:30.12434083,-92.2079151:30.12164383,-92.1902275:30.11848235,-92.1690761:30.11743428,-92.1597196:30.11659523,-92.1512854:30.11644514,-92.1485926:30.11574949,-92.145158:30.11504043,-92.1415896:30.11502592,-92.1367091:30.11462945,-92.1339133:30.11516021,-92.1297747:30.11431728,-92.124868:30.1143975,-92.1173985:30.11385189,-92.1166568:30.11354077,-92.1123582:30.11266887,-92.1107104:30.11322559,-92.1068398:30.11232837,-92.1013983:30.11333406,-92.0925864:30.11112132,-92.0846073:30.10976201,-92.080448:30.11297307,-92.0665982:30.10847192,-92.0628558:30.10827511,-92.0620683:30.10148297,-92.0578165:30.09329768,-92.0525263:30.08856338,-92.0485158:30.08363064,-92.0440167:30.08344346,-92.0332201:30.08382851,-92.0266419:30.08358083,-92.0236414:30.08199138,-92.0219007:30.08096586,-92.021549:30.08101082,-92.0170702:30.08089842,-92.0061065:30.08048488,-92.0055109:30.08036562,-91.9930847:30.07836232,-91.9907492:30.0782947,-91.9893758:30.07648456,-91.9868522:30.07691994,-91.9610177:30.07464839,-91.9595321:30.0736297,-91.9571475:30.07321151,-91.9537071:30.07115737,-91.9522739:30.07128106,-91.9485987:30.0710946,-91.9467536:30.07085946,-91.9444272:30.07025752,-91.9433694:30.0703615,-91.9388025:30.07078987,-91.9374444:30.07072974,-91.9326556:30.0718022,-91.9313739:30.0733209,-91.9310082:30.07308807,-91.9224212:30.07607801,-91.9198257:30.07762038,-91.9162043:30.07689212,-91.9097162:30.07657839,-91.9073192:30.07555886,-91.9049355:30.07415672,-91.90366:30.07301511,-91.9000733:30.07547652,-91.8957595:30.07726809,-91.892511:30.07860626,-91.8917623:30.08077904,-91.8887876:30.08217625,-91.8858357:30.08757305,-91.8777117:30.08918771,-91.8671685:30.08981699,-91.8643193:30.09025397,-91.8602764:30.09243763,-91.8581124:30.09265756,-91.852635:30.09350387,-91.8498378:30.09565508,-91.8459703:30.09533957,-91.8449558:30.09504852,-91.8424586:30.09489935,-91.8386844:30.09348576,-91.8329125:30.09667217,-91.831805:30.09782196,-91.8269068:30.09934663,-91.8268364:30.10157721,-91.8163713:30.10269851,-91.8158132:30.10509881,-91.8081706:30.10746436,-91.8059533:30.1073208,-91.8010939:30.10846236,-91.7972803:30.10999348,-91.7938204:30.11213293,-91.7905491:30.11291138,-91.7843449:30.11345047,-91.7792574:30.11235639,-91.7777794:30.11313534,-91.776183:30.11357934,-91.7747676:30.11372892,-91.7716302:30.12103764,-91.7555943:30.12460912,-91.7479256:30.12944919,-91.7365597:30.139151,-91.7300875:30.13892753,-91.7233406:30.13865713,-91.6875941:30.13987736,-91.6845809:30.14331334,-91.6767917:30.14426767,-91.6746279:30.14389772,-91.6414717:30.14339421,-91.6344028:30.14361571,-91.6289078:30.14403307,-91.6187671:30.12231696,-91.5649108:30.12091044,-91.563349:30.11928551,-91.5607769:30.11323584,-91.5510126:30.11246451,-91.5474128:30.10801604,-91.5188995:30.10654708,-91.5102609:30.09113093,-91.4920489:30.09120142,-91.4900242:30.09128231,-91.4816282:30.09154617,-91.470672:30.0917382,-91.4638858:30.09192611,-91.4581401:30.09082394,-91.4530286:30.08940819,-91.4460112:30.08994881,-91.4264387:30.08650479,-91.417885:30.08594475,-91.4082103:30.08638573,-91.3972098:30.08686283,-91.389237:30.08692825,-91.3791556:30.08674169,-91.3756077:30.08908855,-91.3701895:30.09026248,-91.36526:30.09090497,-91.3250992:30.09109831,-91.3127266:30.09135847,-91.3009945:30.09169747,-91.2793975:30.09225215,-91.2748796:30.09225063,-91.2589621:30.09241311,-91.2410729:30.0924351,-91.2157333:30.09152227,-91.2020084:30.09135227,-91.1995423:30.09038846,-91.1931828:30.09088292,-91.17146:30.09116631,-91.1583204:30.09159767,-91.1562021:30.09152473,-91.1388914:30.09054365,-91.1236593:30.09039595,-91.1205411:30.090278,-91.1098414:30.08860142,-91.1056424:30.08418794,-91.0891705:30.08305255,-91.0891162:30.08124766,-91.0854776:30.07762335,-91.0824237:30.07553916,-91.0805569:30.06152843,-91.0684907:30.05788108,-91.0652249:30.05574977,-91.0646639:30.05536852,-91.062879:30.04910069,-91.0571003:30.04700864,-91.0552024:30.04439138,-91.0536292:30.04329211,-91.0512983:30.04194979,-91.0484612:30.02907967,-91.0226125:30.0290696,-91.0209364:30.02718178,-91.0172604:30.01987558,-91.0080332:30.01693471,-91.0034803:30.01471138,-91.0012037:30.01561431,-90.9988532:30.01577042,-90.9857977:30.00813975,-90.9662969:30.00196064,-90.9506192:29.99693008,-90.9379435:29.99460833,-90.9320716:29.99183695,-90.9250318:29.99204213,-90.9197007:29.99150918,-90.9190789:29.99241341,-90.9119621:29.9942641,-90.9056541:29.99554261,-90.9003326:29.99714184,-90.8943482:29.993847,-90.891043:29.9889894,-90.8878405:29.99021106,-90.8842944:29.99332143,-90.8748045:29.99914528,-90.8580996:30.01204333,-90.874604",https://www.gem.wiki/Bayou_Bridge_Oil_Pipeline,"480,000.00",BOE/d
Blue Water Energy Center (BWEC) Pipeline,"Enbridge, 60.00%, DTE Energy, 40.00%",proposed,USA,Gas,,,"42.77483820486684, -82.47903127233472:42.800891983042476, -82.4885745722085",https://www.gem.wiki/Vector_Gas_Pipeline,"31,030.20",BOE/d
BridgeTex Oil Pipeline Expansion 1,"Ontario Municipal Employees Retirement System, 50.00%, Magellan Midstream Partners, 30.00%, Plains GP Holdings, 20.00%",operating,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/BridgeTex_Oil_Pipeline,"100,000.00",BOE/d
Cactus Oil Pipeline Expansion 1,Plains GP Holdings,operating,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/Cactus_Oil_Pipeline,"90,000.00",BOE/d
Cactus Oil Pipeline Expansion 2,Plains GP Holdings,operating,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/Cactus_Oil_Pipeline,"50,000.00",BOE/d
Cameron Expansion Project,"Spectra Energy, ConocoPhillips",proposed,USA,Gas,,,"30.44623588,-93.1436911:30.44371707,-93.1575932:30.44267898,-93.1639579:30.44154382,-93.1718562:30.44094044,-93.1768578:30.44025701,-93.183774:30.43940814,-93.1907:30.43898605,-93.1960727:30.43756494,-93.2013137:30.43768379,-93.2039804:30.43715087,-93.2068768:30.43511545,-93.2094803:30.43224213,-93.2155708:30.42996101,-93.2200982:30.4283484,-93.2247769:30.42338822,-93.2248791:30.42407315,-93.232859:30.42303463,-93.2430412:30.4218134,-93.252852:30.41988616,-93.2579303:30.41705777,-93.2613426:30.40908126,-93.2681117:30.39573449,-93.2807304:30.38795926,-93.2808031:30.38315113,-93.2881469:30.37981986,-93.2952131:30.37538936,-93.2998614:30.37067009,-93.3054804:30.3681619,-93.3086801:30.36520822,-93.3130506:30.36119007,-93.3195819:30.35563666,-93.3288734:30.34822536,-93.3411336:30.34210869,-93.3527449:30.33531395,-93.3640122:30.32591643,-93.3801969:30.31977107,-93.3912326:30.31464453,-93.3913347:30.30060212,-93.391946:30.29875982,-93.3952938:30.29093527,-93.3956705",https://www.gem.wiki/Texas_Eastern_Transmission_(TETCO)_Gas_Pipeline,"129,292.50",BOE/d
Canton Gas Pipeline,SemGroup Corporation,operating,USA,Gas,,,"36.71545,-98.751157:36.695117,-98.749128:36.662573,-98.746085:36.645482,-98.739998:36.6349,-98.733911:36.623502,-98.739998:36.553451,-98.742027:36.545301,-98.738983:36.537966,-98.731882:36.485783,-98.731882:36.463757,-98.722752:36.451518,-98.698405:36.440094,-98.68826:36.429483,-98.675072:36.421321,-98.656812:36.419688,-98.648696:36.40091,-98.632465:36.387845,-98.63145:36.372326,-98.629421:36.357622,-98.625363:36.332292,-98.582756:36.325753,-98.57464:36.311858,-98.57464:36.290601,-98.58377:36.265248,-98.591886:36.251342,-98.590871:36.217793,-98.581741:36.203878,-98.572611:36.195692,-98.560437:36.189961,-98.543192:36.187505,-98.540148:36.177679,-98.537105:36.060493,-98.541163",https://www.gem.wiki/Canton_Gas_Pipeline,"34,478.00",BOE/d
Patoka-to-Catlettsburg Expansion,"Plains GP Holdings, BP, Marathon Petroleum",operating,USA,Oil,,,"38.90150394,-89.02665419:38.68622904,-88.59142284:38.59470397,-88.382177:38.47685721,-88.12271216:38.43097579,-88.00553449:38.35225407,-87.84650765:38.31286107,-87.79628864:38.28658718,-87.67911097:38.1813965,-87.49497463:38.11557509,-87.41964613:37.99035084,-87.33594779:37.82525591,-87.07648295:37.79880635,-86.97604494:37.84508686,-85.69546039:37.89794331,-85.52806372:37.91775471,-85.35229721:37.95076184,-85.10957203:37.97715688,-84.83336752:37.99035084,-84.24747916:38.12874412,-83.67833047:38.21428494,-83.42723546:38.22086084,-83.25983879:38.42441892,-82.6404711",https://www.gem.wiki/Capline_Oil_Pipeline,"14,000.00",BOE/d
Carlsbad Gateway Pipeline,Sendero Midstream Holdings,operating,USA,Gas,,,"32.25772591,-104.126825:32.25810486,-104.1420609:32.24446167,-104.1510232:32.23991348,-104.1510232:32.23991348,-104.1519194:32.22778387,-104.1568487:32.22550939,-104.1564005:32.22437213,-104.1550562:32.21148216,-104.1546081:32.20996558,-104.1528156:32.20465732,-104.1519194:32.20276145,-104.1528156:32.13789859,-104.142509:32.13600132,-104.1416128:32.1200627,-104.1393722:32.11854459,-104.1402684:32.09349214,-104.1371316:32.09349214,-104.1380278:32.08969571,-104.1362354:32.08931606,-104.1353392:32.07982427,-104.1326505:32.07754609,-104.1322024:32.07602728,-104.1330986:32.06539486,-104.1326505:32.0612175,-104.1304099:32.05779952,-104.1330986:32.05096317,-104.1330986:32.04944391,-104.1326505:32.04678515,-104.1330986:32.0414674,-104.1330986:32.03349019,-104.1326505:32.00803444,-104.1371316:31.99767914,-104.138476:31.99577896,-104.1322024:31.99501888,-104.1295137:31.99463884,-104.1272731:31.99539892,-104.1236882:31.99463884,-104.1201033:31.99311864,-104.1160702:31.99197848,-104.1138297:31.99045825,-104.1124853:31.98931805,-104.1120372:31.98931805,-104.1062117:31.98855792,-104.1021787:31.98817785,-104.0959051:31.9874177,-104.0914239:31.98665755,-104.0864947:31.98399696,-104.0802211",https://www.gem.wiki/Carlsbad_Gateway_Pipeline,"68,956.00",BOE/d
Carpenter Expansion Project,Tallgrass Energy,construction,USA,Oil,,,Capacity expansion only,https://www.gem.wiki/Pony_Express_Oil_Pipeline,,
Central Virginia Connector Project,TC Energy,operating,USA,Gas,,,Capacity expansion only,https://www.gem.wiki/Columbia_Gas_Transmission,"7,757.55",BOE/d
