project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
Feralpi Siderurgica Group steel plant,,Feralpi Holding SpA,Feralpi Siderurgica SpA,private,Province of Brescia,Italy,Southern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Feralpi_Siderurgica_Group_steel_plant,45.460582,10.456748
Pittini Acciaierie di Verona steel plant,,Pittini Group,Acciaierie di Verona,private,Province of Verona,Italy,Southern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Pittini_Acciaierie_di_Verona_steel_plant,45.42882,11.000861
Pittini Ferriere Nord steel plant,,Pittini Group,Ferriere Nord SpA,private,Province of Udine,Italy,Southern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Pittini_Ferriere_Nord_steel_plant,46.232199,13.079104
Pittini Siderpotenza steel plant,,Pittini Group,Ferriere Nord SpA,private,Province of Potenza,Italy,Southern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Pittini_Siderpotenza_steel_plant,40.639356,15.827842
ThyssenKrupp Acciai Speciali Terni steel plant,,ThyssenKrupp,Acciai Speciali Terni SpA,private,Province of Terni,Italy,Southern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/ThyssenKrupp_Acciai_Speciali_Terni_steel_plant,42.564752,12.66936
Mass Global Investment Group Amman steel plant,شرکات مجموعة ماس(Arabic),Mass Group Holding Ltd (MGH),Mass Iron and Steel Industry Co,private,Amman,Jordan,Western Asia,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Mass_Global_Investment_Group_Amman_steel_plant,31.99674,35.83793
Aichi Steel plant,,"Aichi Steel (Toyota Motor Corporation 23.95%, Nippon Steel Corporation 7.78%, Toyota Industries Corporation 6.91%, Japan Trustee Services Bank Ltd. 5.45%, The Master Trust Bank of Japan Ltd. 4.01%, Sumitomo Mitsui Banking Corporation 2.50%, MUFG Bank Ltd. 2.41%, Towa Real Estate Co. Ltd. 2.35%, The Daichi-Life Insurance Company 1.60%, Other 43.04%)",Aichi Steel Corporation,private,Chūbu,Japan,Eastern Asia,operating,1495,N/A,electric,EAF,https://www.gem.wiki/Aichi_Steel_plant,35.044558,136.900772
Daido Steel plant,"大同特殊鋼 (Japanese), 大同特殊钢 (Chinese)","Daido Steel (Nippon Steel & Sumitomo Metal Corporation 7.27%, Japan Trustee Services Bank Ltd. 5.76%, Meiji Yasuda Life Insurance Company 4.86%, The Master Trust Bank of Japan Ltd. 4.32%, Mizuho Bank Ltd. 3.69%, NHK Spring Co. Ltd. 3.39%, MUFG Bank Ltd. 3.29%, Honda Motor Co. Ltd. 3.06%, Toyota Motor Corporation 2.03%, Denso Corporation 1.87%, Other 60.46%)",Daido Steel Co. Ltd.,private,Chūbu,Japan,Eastern Asia,operating,1350,N/A,electric,EAF,https://www.gem.wiki/Daido_Steel_plant,35.016404,136.864744
JFE Mizushima Works steel plant,水島製造所 (Japanese),JFE Group,JFE Bars & Shapes Corporation,private,Chūgoku,Japan,Eastern Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JFE_Mizushima_Works_steel_plant,34.503883,133.710136
JFE East Japan Works (Chiba) steel plant,,JFE Group,JFE Steel Corporation,private,Kantō,Japan,Eastern Asia,operating,4500,6927.098,integrated_BF,"BF, BOF",https://www.gem.wiki/JFE_East_Japan_Works_(Chiba)_steel_plant,35.580917,140.104196
JFE West Japan Works (Kurashiki) steel plant,,JFE Group,JFE Steel Corporation,private,Chūgoku,Japan,Eastern Asia,operating,9235,9235,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/JFE_West_Japan_Works_(Kurashiki)_steel_plant,34.501198,133.722123
JFE West Japan Works (Fukuyama) steel plant,,JFE Group,JFE Steel Corporation,private,Chūgoku,Japan,Eastern Asia,operating,16000,16000,integrated_BF,"BF, BOF",https://www.gem.wiki/JFE_West_Japan_Works_(Fukuyama)_steel_plant,34.465222,133.431205
JFE East Japan Works (Keihin) steel plant,,JFE Group,JFE Steel Corporation,private,Kantō,Japan,Eastern Asia,operating,3500,4454.278,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/JFE_East_Japan_Works_(Keihin)_steel_plant,35.48069,139.729684
JFE Himeji Works steel plant,姫路製造所 (Japanese),JFE Group,JFE Bars & Shapes Corporation,private,Kansai,Japan,Eastern Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JFE_Himeji_Works_steel_plant,34.784113,134.658493
JFE Kashima Works steel plant,鹿島製造所 (Japanese),JFE Group,JFE Bars & Shapes Corporation,private,Kantō,Japan,Eastern Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JFE_Kashima_Works_steel_plant,35.882023,140.731707
JFE Tobu Works steel plant,東部製造所 (Japanese),JFE Group,JFE Bars & Shapes Corporation,private,Kantō,Japan,Eastern Asia,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JFE_Tobu_Works_steel_plant,35.813807,139.883129
Kobe Kakogawa Works steel plant,,Kobe Steel Group,"Kobe Steel, Ltd.",private,Kansai,Japan,Eastern Asia,operating,18000,11953.776,integrated_BF,"BF, BOF",https://www.gem.wiki/Kobe_Kakogawa_Works_steel_plant,34.720268,134.826275
Kobe Wire Rod & Bar steel plant,,Kobe Steel Group,"Kobe Steel, Ltd.",private,Kansai,Japan,Eastern Asia,operating,2400,1533.13,integrated_BF,"BF, BOF",https://www.gem.wiki/Kobe_Wire_Rod_%26_Bar_steel_plant,34.703624,135.247207
Nippon Setouchi Works (Kure Area) steel plant,,Nippon Steel Corporation,Nippon Steel Nisshin Co. Ltd.,private,Chūgoku,Japan,Eastern Asia,operating,4400,3600,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Nippon_Setouchi_Works_(Kure_Area)_steel_plant,34.221172,132.540104
Nippon East Japan Works (Kimitsu) steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kantō,Japan,Eastern Asia,operating,10000,10000,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_East_Japan_Works_(Kimitsu)_steel_plant,35.360912,139.881953
Nippon Muroran Works steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Hokkaidō,Japan,Eastern Asia,operating,1433,2541.508,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Nippon_Muroran_Works_steel_plant,42.341873,140.997803
Nippon Nagoya Works steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Chūbu,Japan,Eastern Asia,operating,5848,8840.822,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_Nagoya_Works_steel_plant,35.027575,136.870552
Nippon Oita Works steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kyūshū,Japan,Eastern Asia,operating,8753,10564.7,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_Oita_Works_steel_plant,33.260829,131.645527
Nippon Yawata Works (Tobata) steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kyūshū,Japan,Eastern Asia,operating,3599,4543,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_Yawata_Works_(Tobata)_steel_plant,33.911803,130.838014
Nippon Kashima Works steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kantō,Japan,Eastern Asia,operating,7162,9791.96,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_Kashima_Works_steel_plant,35.93437,140.681019
Nippon Yawata Works (Kokura) steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kyūshū,Japan,Eastern Asia,operating,1269,1824.1,integrated_BF,"BF, BOF",https://www.gem.wiki/Nippon_Yawata_Works_(Kokura)_steel_plant,33.89771,130.882435
Nippon Wakayama Works steel plant,,Nippon Steel Corporation,Nippon Steel Corporation,private,Kansai,Japan,Eastern Asia,operating,4324,6605.6,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Nippon_Wakayama_Works_steel_plant,34.233519,135.135443
Nippon Sanyo Special Steel,"山陽特殊製鋼 (Japanese), 山陽特殊製鋼株式会社 (Chinese)","Nippon Steel Corporation 51%, Other 49%",Sanyo Special Steel Co. Ltd.,private,Kansai,Japan,Eastern Asia,operating,2415,N/A,electric,EAF,https://www.gem.wiki/Nippon_Sanyo_Special_Steel_plant,34.788074,134.672046
Tokyo Steel Kyushu plant,東京製鐵 九州工場 (Japanese),"Tokyo Steel Manufacturing Co., Ltd.","Tokyo Steel Manufacturing Co., Ltd.",private,Kyūshū,Japan,Eastern Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Tokyo_Steel_Kyushu_plant,33.881431,130.755978
Tokyo Steel Okayama plant,東京製鐵 岡山工場 (Japanese),"Tokyo Steel Manufacturing Co., Ltd.","Tokyo Steel Manufacturing Co., Ltd.",private,Chūgoku,Japan,Eastern Asia,operating,1300,N/A,electric,EAF,https://www.gem.wiki/Tokyo_Steel_Okayama_plant,34.515062,133.745525
Tokyo Steel Tahara plant,東京製鐵 田原工場 (Japanese),"Tokyo Steel Manufacturing Co., Ltd.","Tokyo Steel Manufacturing Co., Ltd.",private,Chūbu,Japan,Eastern Asia,operating,2600,N/A,electric,EAF,https://www.gem.wiki/Tokyo_Steel_Tahara_plant,34.702012,137.249114
Tokyo Steel Utsunomiya plant,東京製鐵 宇都宮工場 (Japanese),"Tokyo Steel Manufacturing Co., Ltd.","Tokyo Steel Manufacturing Co., Ltd.",private,Kantō,Japan,Eastern Asia,operating,1300,N/A,electric,EAF,https://www.gem.wiki/Tokyo_Steel_Utsunomiya_plant,36.540425,139.993079
Topy Industries Toyohashi steel plant,トピー工業株式会社 (Japanese),"Topy Industries (Nippon Steel Corporation 20.46%, Topy Fund 4.52%, Meiji Yusuda Life Insurance Company 4.14%, The Master Trust Bank of Japan Ltd. 3.54%, Mizuho Bank Ltd. 3.34%, Japan Trustee Services Bank Ltd. 2.92%, Sompo Japan Nipponkoa Insurance Inc. 2.44%, Employees Stockholding 2.34%, DFA Intl Small Cap Value Portfolio 2.28%, Government of Norway 2.10%, Other 51.98%)","Topy Industries, Ltd.",private,Chūbu,Japan,Eastern Asia,operating,1000,unknown,electric,EAF,https://www.gem.wiki/Topy_Industries_Toyohashi_steel_plant,34.719644,137.322259
China Baowu Phnom Penh steel plant,,China Baowu Steel Group Corp Ltd.,China Baowu Steel Group Corp Ltd.,state-owned,Phnom Penh,Cambodia,South-eastern Asia,proposed,3100,3100,integrated_BF,"BF, BOF",https://www.gem.wiki/China_Baowu_Phnom_Penh_steel_plant,11.56703,104.863893
Ch'ŏngjin Ironworks steel plant,"청진제강소 (Korean), 淸津製鋼所 (Chinese)",Government of North Korea,Government of North Korea,state-owned,North Hamgyeong,"Korea, North",Eastern Asia,operating,2000,unknown,integrated_DRI,"BOF, DRI, EAF",https://www.gem.wiki/Ch%27%C5%8Fngjin_Ironworks_steel_plant,41.777936,129.792399
Hwanghae Iron and Steel Complex steel plant,"황해제철련합기업소 (Korean), 黃海製鐵聯合企業所 (Chinese)",Government of North Korea,Government of North Korea,state-owned,North Hwanghae,"Korea, North",Eastern Asia,operating,2500,2500,integrated_BF,"BF, EAF, OHF",https://www.gem.wiki/Hwanghae_Iron_and_Steel_Complex_steel_plant,38.742224,125.616814
Kangson Works steel plant,,Government of North Korea,Government of North Korea,state-owned,South Pyongan,"Korea, North",Eastern Asia,operating,1000,unknown,electric_oxygen,"EAF, BOF",https://www.gem.wiki/Kangson_Works_steel_plant,38.729864,125.414672
Kim Chaek Iron and Steel Complex steel plant,"김책제철연합기업소 (Korean), 김책제철소 (Korean), 金策製鐵聯合企業所 (Chinese)",Government of North Korea,Government of North Korea,state-owned,North Hamgyeong,"Korea, North",Eastern Asia,operating,6000,6000,integrated_BF,"BF, BOF, EAF, OHF",https://www.gem.wiki/Kim_Chaek_Iron_and_Steel_Complex_steel_plant,41.753784,129.752681
Tangshan I&S Steelmaking JV Kimchaek steel plant,,"Hesteel Group Co., Ltd.",Tangshan I&S Steelmaking,private,North Hamgyeong,"Korea, North",Eastern Asia,proposed,1500,unknown,unknown,unknown,https://www.gem.wiki/Tangshan_I%26S_Steelmaking_JV_Kimchaek_steel_plant,40.671107,129.182836
No. 8 Ironworks steel plant,8號製鋼所 (Chinese),Government of North Korea,Government of North Korea,state-owned,Chagang,"Korea, North",Eastern Asia,operating,1000,unknown,unknown,unknown,https://www.gem.wiki/No._8_Ironworks_steel_plant,40.792912,126.569713
Taedonggang Ironworks steel plant,大同江製鋼所 (chinese),Government of North Korea,Government of North Korea,state-owned,South Pyongan,"Korea, North",Eastern Asia,operating,1000,unknown,unknown,unknown,https://www.gem.wiki/Taedonggang_Ironworks_steel_plant,39.477536,126.012718
KG Dongbu Steel Dangjin steel plant,,"KG Group (KG Steel 40%, Korea Development Bank 13.28%, Other)",KG Dongbu Steel,mixture,South Chungcheong,"Korea, Republic of",Eastern Asia,operating,4800,unknown,electric,EAF,https://www.gem.wiki/KG_Dongbu_Steel_Dangjin_steel_plant,36.983721,126.744755
Dongkuk Steel Incheon steel plant,동국제강 인천제강소 가동 (Korean),"Dongkuk Steel (JFE Holdings 14.1%, Sae-Joo Jang 13.9%, Sae-Wook Jang 9.43%, Dongkuk steel Mill Co., Ltd. 3.05%, Dimension Fund Advisors LP 2.50%, The Vanguard Group, Inc. 1.63%, Tokyo Steel Manufacturing Co., Ltd. 1.21%, Samsung Asset Management Co., Ltd. 1.12%, Dongkuk Steel Mill Co., Ltd. ESOA 0.98%, Norges Bank Investment Management 0.97%)","Dongkuk Steel Mill Co., Ltd.",private,Seoul National Capital Area,"Korea, Republic of",Eastern Asia,operating,2200,N/A,electric,EAF,https://www.gem.wiki/Dongkuk_Steel_Incheon_steel_plant,37.486465,126.638607
Dongkuk Steel Pohang steel plant,동국제강 포항 (Korean),"Dongkuk Steel (JFE Holdings 14.1%, Sae-Joo Jang 13.9%, Sae-Wook Jang 9.43%, Dongkuk steel Mill Co., Ltd. 3.05%, Dimension Fund Advisors LP 2.50%, The Vanguard Group, Inc. 1.63%, Tokyo Steel Manufacturing Co., Ltd. 1.21%, Samsung Asset Management Co., Ltd. 1.12%, Dongkuk Steel Mill Co., Ltd. ESOA 0.98%, Norges Bank Investment Management 0.97%)","Dongkuk Steel Mill Co., Ltd.",private,North Gyeongsang,"Korea, Republic of",Eastern Asia,operating,1400,N/A,electric,EAF,https://www.gem.wiki/Dongkuk_Steel_Pohang_steel_plant,36.00147,129.397609
Hyundai Steel Dangjin steel plant,,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%",Hyundai Steel Company Ltd.,private,South Chungcheong,"Korea, Republic of",Eastern Asia,operating,12000,12000,integrated_BF,"BF, EAF",https://www.gem.wiki/Hyundai_Steel_Dangjin_steel_plant,36.986282,126.69735
Hyundai Steel Incheon steel plant,,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%",Hyundai Steel Company Ltd.,private,Seoul National Capital Area,"Korea, Republic of",Eastern Asia,operating,4800,N/A,electric,EAF,https://www.gem.wiki/Hyundai_Steel_Incheon_steel_plant,37.489678,126.637942
Hyundai Steel Pohang steel plant,,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%",Hyundai Steel Company Ltd.,private,North Gyeongsang,"Korea, Republic of",Eastern Asia,operating,3200,N/A,electric,EAF,https://www.gem.wiki/Hyundai_Steel_Pohang_steel_plant,36.004981,129.384829
KISCO steel plant,한국철강 (Korean),KISCO Holdings Group,"Korea Steel Co., Ltd.",private,South Gyeongsang,"Korea, Republic of",Eastern Asia,operating,3000,unknown,electric,EAF,https://www.gem.wiki/KISCO_steel_plant,35.216552,128.640158
POSCO Gwangyang steel plant,,"POSCO (National Pension Service 12.06%, Treasury Stock 8.11%, BlackRock Fund Advisors 6.23%, Others 73.6%)",POSCO Ltd.,mixture,South Jeolla,"Korea, Republic of",Eastern Asia,operating,15000,15000,integrated_BF,"BF, EAF",https://www.gem.wiki/POSCO_Gwangyang_steel_plant,34.920086,127.74865
POSCO Pohang steel plant,,"POSCO (National Pension Service 12.06%, Treasury Stock 8.11%, BlackRock Fund Advisors 6.23%, Others 73.6%)",POSCO Ltd.,mixture,North Gyeongsang,"Korea, Republic of",Eastern Asia,operating,17400,4300,integrated_BF,"BF, BOF",https://www.gem.wiki/POSCO_Pohang_steel_plant,36.00931,129.394508
SeAH Besteel Gunsan steel plant,세아베스틸군산공장 (Korean),"SeAH Group (SeAH Holdings 58.94%, SeAH Steel Corp 6.03%, Other 35.03%)",SeAH Besteel,private,North Jeolla,"Korea, Republic of",Eastern Asia,operating,3150,unknown,electric,EAF,https://www.gem.wiki/SeAH_Besteel_Gunsan_steel_plant,35.968596,126.609524
SeAH Changwon Integrated Special Steel plant,세아창원특수강은 (Korean),"SeAH Group (SeAH Holdings 58.94%, SeAH Steel Corp 6.03%, Other 35.03%)",SeAH Changwon Integrated Special Steel,private,South Gyeongsang,"Korea, Republic of",Eastern Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/SeAH_Changwon_Integrated_Special_Steel_plant,35.204191,128.604277
YK Steel plant,YK스틸 (Korean),Yamato Kogyo 100%,YK Steel,private,South Gyeongsang,"Korea, Republic of",Eastern Asia,operating,2110,N/A,electric,EAF,https://www.gem.wiki/YK_Steel_plant,35.083819,128.989034
United Steel Industrial Kuwait Steel plant,حديد الكويت (Arabic),United Steel Industrial Company,Kuwait Steel,private,Capital Governorate,Kuwait,Western Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/United_Steel_Industrial_Kuwait_Steel_plant,28.989306,48.128118
ArcelorMittal Temirtau steel plant,АрселорМиттал Темиртау (Russian),ArcelorMittal,JSC ArcelorMittal Temirtau,private,Karaganda,Kazakhstan,Central Asia,operating,4000,5900,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Temirtau_steel_plant,50.045849,73.040384
ArcelorMittal Differdange steel plant,,ArcelorMittal,ArcelorMittal,private,Esch-sur-Alzette,Luxembourg,Western Europe,operating,2000,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Differdange_steel_plant,49.527966,5.900398
ArcelorMittal Esch-Belval steel plant,,ArcelorMittal,ArcelorMittal,private,Esch-sur-Alzette,Luxembourg,Western Europe,operating,1400,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Esch-Belval_steel_plant,49.504175,5.993759
Libyan Iron and Steel Company plant,,Government of Libya,Libyan Iron and Steel Co.,state-owned,Misrata,Libya,Northern Africa,operating,1750,1750,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Libyan_Iron_and_Steel_Company_plant,32.335185,15.215053
Mahgreb Steel plant,المغربية للصلب (Arabic),Maghreb Steel,Maghreb Steel,private,Casablanca-Settat,Morocco,Northern Africa,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Mahgreb_Steel_plant,33.592793,-7.475613
JSC Moldova Steel Works,"ОАО МОЛДАВСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД (Russian), ММЗ (Russian)",Moldovan Government,JSC Moldova Steel Works (aka OJSC Moldavian Metallurgical Plant),state-owned,Transnistria,Moldova,Eastern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JSC_Moldova_Steel_Works,47.783771,29.02835
Kunming Iron and Steel Myanmar plant,,"Kunming Iron and Steel Holdings Co., Ltd.","Kunming Iron and Steel Holdings Co., Ltd.",state-owned,unknown,Myanmar,South-eastern Asia,proposed,4000,4000,integrated_unknown,,https://www.gem.wiki/Kunming_Iron_and_Steel_Myanmar_plant,21.423783,96.454378
Altos Hornos De Mexico S.A. (AHMSA) steel plant,Siderúrgica Altos Hornos De Mexico S.A. (AHMSA) (Spanish),Grupo Acerero del Norte S.A. de C.V. (GAN),Altos Hornos de México S.A.B. de C.V. (AHMSA),private,Coahuila,Mexico,Latin America and the Caribbean,operating,5500,3800,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Altos_Hornos_de_M%C3%A9xico_(AHMSA)_steel_plant,26.876889,-101.416612
ArcelorMittal Lázaro Cárdenas steel plant,Siderúrgica Lázaro Cárdenas (Spanish),ArcelorMittal,ArcelorMittal Mexico,private,Michoacán,Mexico,Latin America and the Caribbean,operating,6400,7600,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/ArcelorMittal_L%C3%A1zaro_C%C3%A1rdenas_steel_plant,17.930688,-102.201498
Deacero Celaya steel plant,Acería Deacero Celaya (Spanish),DeAcero S.A. de C.V.,DeAcero S.A. de C.V.,private,Guanajuato,Mexico,Latin America and the Caribbean,operating,2200,N/A,electric,EAF,https://www.gem.wiki/Deacero_Celaya_steel_plant,20.518556,-100.925556
Gerdau Corsa Ciudad Sahagún steel plant,Gerdau Corsa Planta Sahagún (Spanish),Gerdau S.A.,Gerdau Corsa SAPI de CV,private,Hidalgo,Mexico,Latin America and the Caribbean,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Gerdau_Corsa_Ciudad_Sahag%C3%BAn_steel_plant,19.753326,-98.596483
Ternium Puebla steel plant,Planta Largos Ternium Puebla (Spanish),"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Ternium Mexico S.A.,private,Puebla,Mexico,Latin America and the Caribbean,operating,1000,930,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Ternium_Puebla_steel_plant,19.169532,-98.318659
Ternium San Nicolás de los Garza steel plant,Planta Ternium Nuevo León (Spanish),"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Ternium Mexico S.A.,private,Nuevo León,Mexico,Latin America and the Caribbean,operating,2526,2710,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Ternium_San_Nicol%C3%A1s_de_los_Garza_steel_plant,25.720327,-100.301175
Deacero Ramos Arizpe steel plant,Acería Deacero Ramos Arizpe (Spanish),DeAcero S.A. de C.V.,DeAcero S.A. de C.V.,private,Coahuila,Mexico,Latin America and the Caribbean,operating,1500,N/A,electric,EAF,https://www.gem.wiki/Deacero_Ramos_Arizpe_steel_plant,25.511162,-100.961848
TenarisTamsa Veracruz steel plant,Centro Industrial TenarisTamsa (Spanish),"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Tubos de Acero de Mexico SA (TAMSA),private,Veracruz,Mexico,Latin America and the Caribbean,operating,1230,N/A,electric,EAF,https://www.gem.wiki/TenarisTamsa_Veracruz_steel_plant,19.182499,-96.237284
TYASA steel plant,Siderúrgica TYASA (Spanish),TA 2000 S.A. de C.V.,TA 2000 S.A. de C.V.,private,Veracruz,Mexico,Latin America and the Caribbean,operating,1650,N/A,electric,EAF,https://www.gem.wiki/TYASA_steel_plant,18.869272,-97.047263
Lion Industries Amsteel II steel plant,,"Lion Industries Corporation Berhad 99%, other 1%",Amsteel Mills Sdn Bhd,private,Selangor,Malaysia,South-eastern Asia,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Lion_Industries_Amsteel_II_steel_plant,3.069682,101.456474
Kinsteel steel plant,,Kinsteel Berhad,Kinsteel Sdn. Bhd.,private,Pahang,Malaysia,South-eastern Asia,operating,8000,unknown,electric,EAF,https://www.gem.wiki/Kinsteel_steel_plant,3.963409,103.369489
Lion Industries Megasteel plant,,"Lion Industries (Lion Industries Corporation Berhad 79%, Lion Diversified Holdings Berhad 21%)",Megasteel Sdn. Bhd.,private,Selangor,Malaysia,South-eastern Asia,mothballed,3200,1540,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Lion_Industries_Megasteel_plant,2.8072653,101.6055808
HIC-Nippon Perwaja Steel plant,,"Heavy Industries Corporation, Nippon Steel Corporation",Perwaja Steel Sdn Bhd,mixture,Terengganu,Malaysia,South-eastern Asia,operating,1300,1200,integrated_DRI,"DRI, EAF",https://www.gem.wiki/HIC-Nippon_Perwaja_Steel_plant,4.264364,103.461728
Hebei Xin Wu'an Steel Malaysia plant,,"Metallurgical Corporation of China Ltd. 50%, Wu'an State-owned Assets Management Co., Ltd. 15.6%, other individual shareholders 34.4%","Hebei Xinwuan Iron and Steel Group Co. Ltd. (Wu'an State-owned Assets Management Co., Ltd. 31.2%, other individual shareholders 68.8%) 50%, MCC Overseas Ltd. (Metallurgical Corporation of China Ltd. 100%) 50%",mixture,Sarawak,Malaysia,South-eastern Asia,proposed,5000,5000,integrated_unknown,,https://www.gem.wiki/Hebei_Xin_Wu%27an_Steel_Malaysia_plant,1.542637,110.366834
Groot Suisse steel plant,,Groot Group,Groot Suisse Ltd.,private,Oshana,Namibia,Sub-Saharan Africa,construction,3000,N/A,electric,EAF,https://www.gem.wiki/Groot_Suisse_steel_plant,-17.77738,15.763281
Premium Steel and Mines Limited plant,,Premium Steel and Mines Limited (PSML),Premium Steel and Mines Limited (PSML),private,Delta State,Nigeria,Sub-Saharan Africa,operating,1300,1020,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Premium_Steel_and_Mines_Limited_plant,5.480763,5.769839
Tata Steel IJmuiden steel plant,,Tata Group,Tata Steel,private,North Holland,Netherlands,Western Europe,operating,7500,7500,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant,52.484118,4.615584
Van Merksteijn International steel plant,,Van Merksteijn International,Van Merksteijn International,private,Groningen,Netherlands,Western Europe,proposed,1000,unknown,electric,EAF,https://www.gem.wiki/Van_Merksteijn_International_steel_plant,53.440581,6.844773
Jindal Shadeed Iron & Steel plant,جندال شديد للحديد و الصلب (Arabic),Jindal Group,Jindal Shadeed Iron & Steel LLC,private,Al Batinah North,Oman,Western Asia,operating,1400,1500,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Jindal_Shadeed_Iron_%26_Steel_plant,24.502551,56.600739
Moon Iron & Steel Company plant,حديد القمر (Arabic),Government of Oman,Moon Iron and Steel Company,state-owned,Al Batinah North,Oman,Western Asia,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Moon_Iron_%26_Steel_Company_plant,24.409437,56.520134
Sun Metals steel plant,,Sun Metal Group,Sun Metals LLC,private,Ash Sharqiyah South,Oman,Western Asia,mothballed,2500,unknown,electric,EAF,https://www.gem.wiki/Sun_Metals_steel_plant,22.632992,59.416971
Aceros Arequipa Pisco steel plant,,Cilloniz Group,Aceros Arequipa,private,Ica,Peru,Latin America and the Caribbean,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Aceros_Arequipa_Pisco_steel_plant,-13.788622,-76.168172
SteelAsia Concepcion plant,,SteelAsia,SteelAsia Manufacturing Co.,state-owned,Luzon,Philippines,South-eastern Asia,proposed,1200,N/A,electric,EAF,https://www.gem.wiki/SteelAsia_Concepcion_plant,15.325307,120.655361
Philippine Iron and Steel plant,,"SteelAsia, Hesteel Group Co. Ltd., Huili Investment Fund Management Co. Ltd.","SteelAsia Manufacturing, Hebei Iron and Steel (HBIS), Huili Investment Fund Management Co. Ltd.",mixture,Mindanao,Philippines,South-eastern Asia,proposed,8000,8000,integrated_BF,"BF, BOF",https://www.gem.wiki/Philippine_Iron_and_Steel_plant,8.586459,124.789691
Al Tuwairqi Steel plant,حديد الطويرقي (Arabic),Al Tuwairqi Holding,Tuwairqi Steel Mills Limited (TSML),private,Sindh,Pakistan,Southern Asia,operating,1280,1280,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Al_Tuwairqi_Steel_plant,24.789621,67.353238
