project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Valeria Coal Mine,proposed,Glencore,Valeria Coal Holdings,16,762,Bituminous,thermal_and_met,surface,950,Australia,Australia & NZ,https://www.gem.wiki/Valeria_coal_project,-23.470142,148.033559
Valeria South Coal Mine,proposed,Glencore,Valeria South Limited,1.4,45,Bituminous,thermal_and_met,surface,75,Australia,Australia & NZ,https://www.gem.wiki/Valeria_South_coal_project,-23.3407382,147.85037
Vickery Coal Mine,proposed,Whitehaven,Vickery Coal,5.5,168,Bituminous,met,surface,170,Australia,Australia & NZ,https://www.gem.wiki/Vickery_coal_mine,-30.76467,150.17894
Vickery Coal Mine,proposed,Whitehaven,Vickery Coal,4.5,168,Bituminous,met,surface,450,Australia,Australia & NZ,https://www.gem.wiki/Vickery_coal_mine,-30.76467,150.17894
Wallarah 2 Coal Project,proposed,"Kores Australia (82%), Sojitz Coal (5%), Kyungdong (4%), SK Networks Resources Australia (4%), SK Networks Resources (4%)",Wyong Areas Coal Joint Venture,5,125,Subbituminous,thermal,underground,1110,Australia,Australia & NZ,https://www.gem.wiki/Wallarah_2_Coal_Project,-33.223341,151.390511
Walton Coal Mine,proposed,Aquila Resources,Walton Coal,1.6,16,Bituminous,met,surface,223,Australia,Australia & NZ,https://www.gem.wiki/Walton_coal_project,-23.58232637,149.2181492
Wambo Coal Mine,operating,Peabody Energy,Peabody Energy Australia,5,132.45,Bituminous,thermal_and_met,underground_and_surface,280,Australia,Australia & NZ,https://www.gem.wiki/Wambo_Mine,-32.575524,151.006688
Wards Well Coal Mine,proposed,"BHP (50%), Mitsubishi Corporation (50%)","Queensland Coal, BHP Mitsubishi Alliance (BMA)",6,1000,Bituminous,met,underground,,Australia,Australia & NZ,https://www.gem.wiki/Wards_Well_-_Lancewood_coal_project,-21.598813,147.958654
Watermark Coal Mine,proposed,Shenhua Group,Shenhua Watermark Coal,6,283,Bituminous,thermal,surface,425,Australia,Australia & NZ,https://www.gem.wiki/Watermark_Coal_Project,-31.226757,150.438691
Werris Creek Coal Mine,operating,Whitehaven Coal,Werris Creek Coal,2.5,7.5,Bituminous,thermal_and_met,surface,150,Australia,Australia & NZ,https://www.gem.wiki/Werris_Creek_coal_mine,-31.40698,150.6395
Wilpinjong Coal Mine,operating,Peabody Energy,Wilpinjong Coal Pty Limited,12.8,196,Bituminous,thermal,surface,,Australia,Australia & NZ,https://www.gem.wiki/Wilpinjong_Mine,-32.332,149.885
Wilton and Fairhill Coal Projects,proposed,"Futura Resources (50%), Sojitz Coal (50%)",,3,700,Bituminous,met,surface,,Australia,Australia & NZ,https://www.gem.wiki/Wilton_and_Fairhill_coal_project,-23.41261,148.576971
Winchester South Coal Mine,proposed,"Whitehaven (75%), Scentre Group (25%)",,15,130,Bituminous,met,surface,130,Australia,Australia & NZ,https://www.gem.wiki/Winchester_South_coal_project,-22.1508629,148.1757381
Yallourn Coal Mine,operating,Energy Australia,Roche Thiess Linfox (RTL),18,463,Lignite,thermal,surface,,Australia,Australia & NZ,https://www.gem.wiki/Yallourn_mine,-38.195064,146.360402
Yarrabee Coal Mine,operating,Yancoal,Yancoal,3,195.00,Bituminous,met,surface,,Australia,Australia & NZ,https://www.gem.wiki/Yarrabee_coal_mine,-23.317678,149.026371
Barapakuria Coal Mine,operating,Petrobangla,Barapakuria Coal Mining Company Limited (BCMCL),1,0.80,Bituminous,thermal,underground,,Bangladesh,South Asia,https://www.gem.wiki/Barapukuria_coal_mine,25.547269,88.96062
Dighipara Coal Mine,proposed,Petrobangla,Barapakuria Coal Mining Company Limited (BCMCL),3,150,Bituminous,thermal,surface,,Bangladesh,South Asia,https://www.gem.wiki/Dighipara_coal_mine,25.416667,89.083333
Phulbari Coal Mine,proposed,Global Coal Management Resources (GCM),,16,572,Bituminous,thermal,surface,,Bangladesh,South Asia,https://www.gem.wiki/Phulbari_coal_mine,25.9468733,89.5532405
Kakanj Coal Mine,operating,Elektroprivreda BiH,,1.2,,Lignite,thermal,surface,,Bosnia-Herzegovina,Europe (non-EU),https://www.gem.wiki/Kakanj_coal_mine,44.131111,18.097222
Kreka Coal Mine,operating,Elektroprivreda BiH,,2.7,,Lignite,thermal,underground,,Bosnia-Herzegovina,Europe (non-EU),https://www.gem.wiki/Kreka_coal_mine,44.52,18.606111
Masama Coal Mine,proposed,Government of Botswana,Minergy,1.9,390,Bituminous,thermal,surface,,Botswana,Africa & Middle East,https://www.gem.wiki/Masama_coal_mine,-24.527283,26.002621
Mmamabula Coal Mine,proposed,Maatla Energy,Maatla Energy,1.2,90,Bituminous,thermal,surface,,Botswana,Africa & Middle East,https://www.gem.wiki/Mmamabula_coal_mine,-23.609295,26.774952
Project Motheo,proposed,"Government of Botswana (50%), De Beers (50%)",Debswana,3,1200,Subbituminous,thermal,surface,,Botswana,Africa & Middle East,https://www.gem.wiki/Morupule_coal_mine,-22.515137,27.024339
Guaíba Coal Mine,proposed,COPELMI,COPELMI,4.7,166,Subbituminous,thermal,surface,1154,Brazil,Latin America,https://www.gem.wiki/Gua%C3%ADba_Mine,-30.015319,-51.532337
Mina do Butiá Leste,operating,COPELMI,,1,,Subbituminous,,surface,,Brazil,Latin America,https://www.gem.wiki/Buti%C3%A1_Leste_Mine,-30.102394,-51.938235
Seival Coal Mine,operating,COPELMI,Seival Sul Mineração S.A,2.8,450.00,Subbituminous,,surface,,Brazil,Latin America,https://www.gem.wiki/Seival_mine,-31.449159,-53.707527
Maritsa Coal Mines,operating,Bulgarian Energy Holding,Maritsa East Mines EAD,28,2096,Lignite,thermal,surface,7261,Bulgaria,Europe (EU-27),https://www.gem.wiki/Maritsa_mines,42.167,26.037577
Han Seng Coal Mine,proposed,Han Seng Coal Mine Company,Han Seng Coal Mine Company,1,,Lignite,thermal,underground,,Cambodia,South East Asia,https://www.gem.wiki/Han_Seng_coal_mine,14.1857983,104.3192826
Aries Coal Mine,proposed,Ram River Coal ,Ram River Coal ,4,183,Bituminous,met,surface,,Canada,US & Canada,https://www.gem.wiki/Aries_coal_project,52.400401,-114.830002
Bingay Coal Mine,proposed,Centermount,Centermount,1,42,Bituminous,met,surface,200,Canada,US & Canada,https://www.gem.wiki/Bingay_coal_project,50.197546,-114.975588
Brule Coal Mine,operating,ERP Compliant Fuels,Conuma Coal Resources,2.5,16,Bituminous,thermal_and_met,surface,285,Canada,US & Canada,https://www.gem.wiki/Brule_mine,55.38667,-121.82
Coal Valley Coal Mine,operating,Westmoreland Mining Holdings LLC,Coal Valley Resources Inc.,3,10.7,Bituminous,,surface,438,Canada,US & Canada,https://www.gem.wiki/Coal_Valley_coal_mine,53.0518755,-116.7982727
Crown Mountain Coal Project,proposed,Jameson Resources,NWP Coal Canada,3.7,56,Bituminous,met,surface,298,Canada,US & Canada,https://www.gem.wiki/Crown_Mountain_coal_project,49.8066666,-114.7266666
Elkview Coal Mine,operating,"Teck Resources (95%), Nippon Steel & Sumitomo Metal Corporation (3%), POSCO (3%)",Teck Coal,7,266,Bituminous,met,surface,920,Canada,US & Canada,https://www.gem.wiki/Elkview_Mine,49.742507,-114.823906
Estevan Coal Mine,operating,Westmoreland Coal Company,Westmoreland Coal Company,6,,Subbituminous,thermal,surface,369,Canada,US & Canada,https://www.gem.wiki/Estevan_coal_mine,49.092848,-102.886072
Fording River Operations,operating,Teck Resources,Teck Coal,7.9,79,Bituminous,met,surface,1100,Canada,US & Canada,https://www.gem.wiki/Fording_River_Operations,50.19284,-114.86473
Genesee Coal Mine,operating,Westmoreland,Westmoreland,5,,Subbituminous,thermal,surface,160,Canada,US & Canada,https://www.gem.wiki/Genesee_coal_mine,53.314555,-114.286386
Gething Coal Mine,proposed,CKD Mines,CKD Mines,3,780,Bituminous,met,underground,773,Canada,US & Canada,https://www.gem.wiki/Gething_coal_mine,56.038803,-122.305087
Grassy Mountain Coal Project,proposed,Riversdale Resources,Benga Mining,4.5,93,Bituminous,met,surface,385,Canada,US & Canada,https://www.gem.wiki/Grassy_Mountain_Coal_Project,49.68924,-114.41896
Greenhills Coal Mine,operating,"Teck Resources (80%), POSCO (20%)",Teck Coal,5.4,180,Bituminous,met,surface,600,Canada,US & Canada,https://www.gem.wiki/Greenhills_Mine,50.20028,-115.0083
Highvale Coal Mine,operating,TransAlta,SunHills Mining,8,,Bituminous,thermal,surface,,Canada,US & Canada,https://www.gem.wiki/Highvale_coal_mine,53.527572,-114.711063
Huguenot Surface Coal Mine,proposed,Colonial Coal International Corporation,Colonial Coal International Corporation,3.2,277,Bituminous,met,surface,,Canada,US & Canada,https://www.gem.wiki/Huguenot_coal_mine,55.000742,-120.829716
Huguenot Underground Coal Mine,proposed,Colonial Coal International Corporation,Colonial Coal International Corporation,1.8,277,Bituminous,met,underground,,Canada,US & Canada,https://www.gem.wiki/Huguenot_coal_mine,55.000742,-120.829716
Line Creek Coal Mine,operating,Teck Resources,Teck Coal,3.5,17.5,Bituminous,thermal_and_met,surface,490,Canada,US & Canada,https://www.gem.wiki/Line_Creek_Mine,49.917,-114.776
Michel Coal Project,proposed,North Coal,North Coal,2,,Bituminous,met,surface,300,Canada,US & Canada,https://www.gem.wiki/Michel_Coal_Project,49.729272,-114.867851
Murray River Coal Mine,proposed,HD Mining,HD Mining,6,3180,Bituminous,met,underground,780,Canada,US & Canada,https://www.gem.wiki/Murray_River,53.5226333,-118.8403882
Paintearth Coal Mine,operating,Westmoreland Resources,Prairie Mines and Royalty,2.7,18,Subbituminous,thermal,surface,127,Canada,US & Canada,https://www.gem.wiki/Paintearth_coal_mine,52.457963,-112.161765
Poplar River Coal Mine,operating,Westmoreland,,3.3,,Lignite,thermal,surface,167,Canada,US & Canada,https://www.gem.wiki/Poplar_River_mine,49.2127113,-105.4714202
Sheerness Coal Mine,operating,Westmoreland,,3.3,,Subbituminous,,surface,110,Canada,US & Canada,https://www.gem.wiki/Sheerness_mine,51.5050789,-112.0206939
Sukunka Coal Mine,proposed,"Glencore (75%), JX Holdings (25%)",Glencore,3,100,Bituminous,met,underground_and_surface,250,Canada,US & Canada,https://www.gem.wiki/Sukunka_Coal_Mine_Project,55.1964,-121.569
Tent Mountain Coal Mine,proposed,Pacific America Holdings,Montem Resources,1.1,32,Bituminous,met,surface,,Canada,US & Canada,https://www.gem.wiki/Tent_Mountain,49.5542903,-114.707508
Vista Coal Mine,operating,Bighorn Mining,Coalspur Mines Limited,5,313,Bituminous,thermal,surface,510,Canada,US & Canada,https://www.gem.wiki/Vista_coal_mine,53.3961117,-117.6478052
Vista Coal Mine,proposed,Bighorn Mining,Coalspur Mines Limited,4.2,260,Subbituminous,thermal,surface,,Canada,US & Canada,https://www.gem.wiki/Vista_coal_mine,53.3961117,-117.6478052
Willow Creek Coal Mine,operating,ERP Compliant Fuels,Conuma Coal Resources Limited,1.2,16.6,Subbituminous,,surface,190,Canada,US & Canada,https://www.gem.wiki/Willow_Creek_mine,55.6218806,-122.2174581
Wolverine Coal Mine,operating,ERP Compliant Fuels,Conuma Coal Resources Limited,1.5,8.8,Bituminous,met,surface,325,Canada,US & Canada,https://www.gem.wiki/Wolverine_mine,55.0608535,-121.2530692
Wolverine-Hermann Coal Mine,proposed,ERP Compliant Fuels,Conuma Coal Resources Limited,1,9,Bituminous,met,surface,100,Canada,US & Canada,https://www.gem.wiki/Wolverine_mine,55.0608535,-121.2530692
Invierno Coal Mine,operating,Ultramar,Copec and Inversiones Ultraterra,2.3,73,Subbituminous,thermal,surface,,Chile,Latin America,https://www.gem.wiki/Invierno_Mine,-52.9894118,-72.3862551
Aimin Wendu Coal Mine,proposed,"Hebei Qian'an Chemical Industry Group (70%), Ar Horqin Banner Tianshan Mining Development Company (30%)",Inner Mongolia Pingmei Ar Khorchin Banner Coal Mine Company,1.2,91.31,Lignite,thermal,underground,,China,East Asia,https://www.gem.wiki/Aimin_Wendu_Coal_Mine,43.679231,120.764833
Anhui Banji Coal Mine ,proposed,"China Coal (30%), National Energy Investment Group (5%), Jingneng Power (1%), Beijing Energy (6%), Guohua Industry (3%), Huainan Industial Development Group (7%), China Shipping (5%)",China Coal Xinji Energy Company,3,199,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Anhui_Banji_Coal_Mine,32.899945,116.228774
Anjialing Open-Pit Mine ,operating,China Coal,China Coal Pingshuo Group,30,428,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Anjialing_open-pit_mine,39.449488,112.360569
Antaibao Surface Mine,operating,China Coal,China Coal Pingshuo Group,22,491,Bituminous,,surface,,China,East Asia,https://www.gem.wiki/Antaibao_open-pit_mine,39.474754,112.311939
Ba Leng Coal Mine,proposed,Shanxi Jincheng Anthracite Coal Industry Group,Etuoke Qianqi Hengyuan Investment Industrial Company,8,438.96,Bituminous,,underground,50,China,East Asia,https://www.gem.wiki/Ba_Leng_coal_mine,38.474786,106.668299
Baijia Haizi Coal Mine,proposed,"Inner Mongolia Huineng Coal and Electricity Group (60%), Inner Mongolia Ordos Investment Holding Group (38%), Bayannaoer Zhuoyue Building Materials Company (1%)",Inner Mongolia Ordos Lianhai Coal Industry Company,15,2032.9,Bituminous,thermal,underground,1783,China,East Asia,https://www.gem.wiki/Baijia_Haizi_coal_mine,38.417975,108.960119
Bailongshan No.1 Coal Mine,proposed,"China Huaneng (34%), Shanghua Investment Company (8%), HKSCC Nominees Limited (25%), HeBei Construction & Investment Group (3%), Others (30%)",Huaneng Diandong Mining Company,3,304.79,Anthracite,,underground,,China,East Asia,https://www.gem.wiki/Bailongshan_No.1_Coal_Mine,25.201695,104.63952
Baishihu Surface Mine ,operating,"Guanghui Energy Holding Company (94%), Xinjiang Guanghui Industry Investment Group Company (5%), Xinjiang Production and Construction Corps (1%)",Yiwu Gunaghui Mining Company,6,530,Bituminous,thermal,surface,,China,East Asia,https://www.gem.wiki/Baishihu_Surface_Mine,43.917059,94.670358
Baishupo Coal Mine,proposed,"Zhangjiagang Free Trade Zone Liyuan Energy Investment (11%), Shanxi Coal Import and Export Group (7%), Shanxi Financial Investment Holding Group (9%), Mizuki Hongdao (Beijing) Asset Management Company (6%), Inner Mongolia Jinyue Energy Group (8%), Others (59%)",Zhungeer Banner Baishupo Coal Company,1.2,25.08,Bituminous,thermal,underground,260,China,East Asia,https://www.gem.wiki/Baishupo_coal_mine,39.725303,111.335131
Baiyanghe Coal Mine,proposed,"Shandong Lutai Holding Group (75%), Ming Kei Energy Investment Company (25%)",Xinjiang Mingji Energy Company,1.2,508,Bituminous,,underground,50,China,East Asia,https://www.gem.wiki/Baiyanghe_coal_mine,44.048539,88.529268
Baiyanghe Coal Mine,proposed,"Shandong Lutai Holding Group (75%), Ming Kei Energy Investment Company (25%)",Xinjiang Mingji Energy Company,3.8,508,Bituminous,,underground,51,China,East Asia,https://www.gem.wiki/Baiyanghe_coal_mine,44.048539,88.529268
Baiyinhua Haizhou No. 4 Surface Mine,operating,"Liaoning Energy Industry Holding Group Company (83%), China Huaneng (5%)",Inner Mongolia Baiyinhua Haizhou Surface Mine Company,10,635,Lignite,thermal,underground_and_surface,,China,East Asia,https://www.gem.wiki/Baiyinhua_Haizhou_No.4_Surface_Mine,44.947927,118.666974
Baiyinhua No. 2 Surface Mine,operating,"State Power Investment Corporation (SPIC) (91.2%), Huolinhe Coal Industry Group Company (8%), Others (1%)",Inner Mongolia Xilin Gol Baiyinhua Coal and Electricity Company,15,731,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Baiyinhua_Surface_Mine,44.809523,118.500466
Baiyinhua No.1 Surface Mine,proposed,"China Guodian (51%), China Cinda Asset Management Company (32%), Chifeng City Economic and Information Commission (17%)",Inner Mongolia Pingxi Baiyinhua Coal Industry Group,5,535,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Baiyinhua_No.1_Surface_Mine,44.786827,118.455621
Baiyinhua No.1 Surface Mine,operating,"China Guodian (51%), China Cinda Asset Management Company (32%), Chifeng City Economic and Information Commission (17%)",Inner Mongolia Pingxi Baiyinhua Coal Industry Group,7,535,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Baiyinhua_No.1_Surface_Mine,44.786827,118.455621
Baiyinhua No.3 Surface Mine,operating,"State Power Investment Corporation (SPIC) (43%), Huolinhe Coal Industry Group Company (23%), Industrial and Commercial Bank of China (33%)",Inner Mongolia Baiyinhua Mengdong Surface Coal Industry Company,20,1314,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Baiyinhua_No.3_Surface_Mine,44.897826,118.615908
Balasu Coal Mine,proposed,Shaanxi Yanchang Petroleum Group,Shaanxi Yanchang Petroleum and Balasu Coal Industry Company,10,2622.7,Bituminous,,underground,,China,East Asia,https://www.gem.wiki/Balasu_mine,38.2674,109.2095
Baode Coal Mine,operating,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Shenhua Energy,14,680,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Baode_Coal_Mine,38.950871,111.089441
Baodian Coal Mine,operating,"Yankuang Group (46%), HKSCC Nominees Limited (39%), Others (15%)",Yanzhou Coal Mining Company,6,72,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Baodian_Coal_Mine,35.427152,116.836876
Baoqing Chaoyang Surface Coal Mine,operating,"National Energy Investment Group (90%), Baoqing County State Owned Esset Management Company (10%)",Shenhua Guoneng Baoqing Coal Electricity Chemical Company,11,836.64,Lignite,thermal,surface,,China,East Asia,https://www.gem.wiki/Baoqing_Chaoyang_surface_mine,46.271618,132.573834
Beishan Coal Mine,proposed,"Xinjiang Beishan Huiyuan Investment Company (80%), Xinjiang Agricultural Sixth Division Aluminum Company (20%)",Xinjiang Beishan Mining Company,3,125,Subbituminous,thermal,surface,150,China,East Asia,https://www.gem.wiki/Beishan_open-pit_mine,44.538798,90.366812
Beixinyao Coal Mine,proposed,"Shanxi State-Owned Capital Investment Operation Company (65%), China Cinda Asset Management Company (30%), Shanxi Coal Transportation and Sales Group (2%), Shanxi Shuozhou Mining Company, Datong City State-owned Assets Supervision and Administration Commission (1%), Xinzhou Coal Industry Bureau (2%)",Datong Group Dongzhouyao Coal Company,4,304.77,Bituminous,thermal,underground,,China,East Asia,https://www.gem.wiki/Beixinyao_Coal_Mine,39.106574,112.341358
Beskuduk Coal Mine,proposed,"China National Coal Group (46%), Ningbo Hesheng Group (20%), Xinjiang Coal Trading Center Company (10%)",Hami Hexiang Industry and Trade Company,3,254,Subbituminous,thermal,surface,250,China,East Asia,https://www.gem.wiki/Beskuduk_open-pit_mine,44.174995,91.739878
Boli Coal Mine,proposed,"Shanxi Chuangri New Energy Investment Company (30%), Shanxi State-Owned Capital Investment Operation Company (41%), China Cinda Asset Management Company (24%), Others (5%)",Yangquan Coal Industry Group Chuangri Boli Coal Industry Company,5,770,Anthracite,,underground,50,China,East Asia,https://www.gem.wiki/Boli_Coal_Mine,37.427284,113.576734
Boqizhang Coal Mine,proposed,"Jinneng Group (26%), China Guodian Corporation (25%), Zuoyun Kaihao Industrial Company (49%)",Shanxi Coal Transportation and Sales Group Boqizhang Coal Industry Company,1.2,71.06,Bituminous,,underground,150,China,East Asia,https://www.gem.wiki/Boqizhang_coal_mine,39.808962,112.845462
